node,positions
SENAY AGCA,"(945.85, 2523.6)"
SEONGHOON CHO,"(406.44, 988.64)"
SEOUNGPIL AHN,"(3182.2, 2429.3)"
SERENA NG,"(3614.9, 4098.0)"
SERGE DAROLLES,"(3019.2, 1459.9)"
SERGEI A DAVYDENKO,"(2191.2, 1294.5)"
SERGEY TSYPLAKOV,"(3259.4, 5558.0)"
SERGIO L SCHMUKLER,"(3538.9, 3254.9)"
SERGIO ORTOBELLI,"(1478.7, 1402.1)"
SERGIO REBELO,"(359.29, 5188.6)"
SERGUEI MALIAR,"(342.7, 2378.0)"
SETH CARPENTER,"(3898.3, 5338.0)"
SEUNG CHAN AHN,"(5269.0, 4228.6)"
SEUNGMOOK CHOI,"(5296.5, 1438.0)"
SHANE A CORWIN,"(889.35, 5318.0)"
SHANE A JOHNSON,"(2685.5, 3185.1)"
SHANE UNDERWOOD,"(1120.7, 648.64)"
SHANTANU BANERJEE,"(2317.4, 2936.8)"
SHANTARAM P HEDGE,"(4544.2, 4012.0)"
SHAO-CHI CHANG,"(4930.6, 3944.0)"
SHARMILA VISHWASRAO,"(5338.3, 818.0)"
SHAWN THOMAS,"(5052.6, 838.0)"
SHEEN LIU,"(1343.3, 2297.5)"
SHELAGH A HEFFERNAN,"(234.39, 3398.0)"
SHENG-SYAN CHEN,"(4980.0, 3907.4)"
SHERI TICE,"(393.25, 4278.0)"
SHERIDAN TITMAN,"(2492.1, 2973.9)"
SHIJUN CHENG,"(4992.0, 5218.0)"
SHIU-SHENG CHEN,"(149.69, 3318.0)"
SHIVARAM RAJGOPAL,"(5051.5, 3560.4)"
SHK KAZMI,"(3279.8, 2592.3)"
SHLOMO ZILCA,"(1976.7, 5388.6)"
SHMUEL BARUCH,"(4184.8, 2503.6)"
SHMUEL HAUSER,"(865.73, 2107.4)"
SHU WU,"(2546.1, 3558.0)"
SHU YAN,"(3741.3, 1408.0)"
SHUI FENG,"(3025.3, 3822.3)"
SI LIL,"(1736.0, 3755.0)"
SIDDHARTHA G DASTIDAR,"(2913.4, 4900.4)"
SIEW HONG TEOH,"(2448.2, 2834.3)"
SILVAN EBNOTHER,"(4372.3, 2082.6)"
SIMEON DJANKOV,"(1289.0, 3808.3)"
SIMI KEDIA,"(3196.5, 1906.2)"
SIMON BOARD,"(2052.8, 3698.0)"
SIMON GILCHRIST,"(2458.7, 1598.0)"
SIMON H KWAN,"(5038.6, 5598.0)"
SIMON JOHNSON,"(1731.1, 2634.7)"
SIMON LALANCETTE,"(4467.9, 5278.0)"
SIMON M POTTER,"(565.79, 4319.9)"
SIMON WOLFE,"(692.79, 3659.9)"
SIMON WREN-LEWIS,"(5076.9, 4698.0)"
SIMONA MATEUT,"(4254.4, 4823.6)"
SIMONE FARINELLI,"(4971.1, 2244.6)"
SIMONE MANGANELLI,"(5506.6, 4068.6)"
SIMONETTA ROSATI,"(5460.9, 3778.0)"
SIRA SUCHINTABANDID,"(591.79, 2408.6)"
SIRAPAT POLWITOON,"(3064.4, 3138.0)"
SOEHNKE M BARTRAM,"(4154.1, 2942.1)"
SOEREN HVIDKJAER,"(5636.8, 5258.0)"
SOFIA JOHAN,"(5416.5, 2458.0)"
SOFUS MACSKASSY,"(1021.1, 918.0)"
SOKU BYOUN,"(4268.2, 18.0)"
SOMNATH DAS,"(457.85, 1400.4)"
SONG YANG,"(261.4, 378.0)"
SONIA ML WONG,"(3825.4, 1631.8)"
SONJA DALTUNG,"(4695.8, 2308.0)"
SOOSUNG HWANG,"(3956.1, 2912.7)"
SOPHIE MOINAS,"(2755.4, 4050.4)"
SOPHIE X NI,"(4119.2, 2129.9)"
SOPHOCLES N BRISSIMIS,"(4884.1, 3060.4)"
SORIN M SORESCU,"(4129.7, 4575.6)"
SOUPHALA CHOMSISENGPHET,"(4599.7, 1094.6)"
SOYOUNG KIM,"(673.44, 2828.6)"
SPENCE HILTON,"(5038.6, 4079.9)"
SPIROS BOUGHEAS,"(626.3, 2740.4)"
SPYRIDON D VRONTOS,"(4507.2, 1564.6)"
SREEDHAR T BHARATH,"(3498.1, 3667.4)"
SRIDHAR VISWANATHAN,"(3229.2, 1125.8)"
SRIKETAN MAHANTI,"(2581.8, 2234.7)"
STANISLAV URYASEV,"(3660.3, 1807.2)"
STANLEY D SMITH,"(2394.9, 4379.7)"
STANLEY E FAWCETT,"(962.69, 1698.2)"
STANLEY R PLISKA,"(3872.3, 4128.6)"
STATHIS TOMPAIDIS,"(2400.7, 3109.1)"
STAVROS A ZENIOS,"(1931.6, 1438.4)"
STAVROS PANAGEAS,"(3200.1, 448.64)"
STAVROS PERISTIANI,"(3226.3, 2786.5)"
STEFAN NAGEL,"(2576.0, 4298.0)"
STEFAN PETERSON,"(630.99, 5159.9)"
STEFAN PICHLER,"(1483.0, 1846.0)"
STEFAN RUENZI,"(2348.1, 5338.0)"
STEFAN STRAETMANS,"(1420.7, 940.41)"
STEFAN TRUCK,"(1621.3, 1494.7)"
STEFANIA SECOLA,"(5389.7, 3788.6)"
STEFANIE KLEIMEIER,"(2456.4, 378.0)"
STEFANO D ADDONA,"(2559.4, 5388.6)"
STEFANO GALLUCCIO,"(3943.3, 4434.3)"
STEFANO MAZZOTTA,"(4601.4, 5558.0)"
STEPHAN SIEGEL,"(2943.2, 2045.0)"
STEPHEN A ROSS,"(2121.0, 2490.5)"
STEPHEN D SMITH,"(4725.0, 4218.0)"
STEPHEN DIACON,"(4891.5, 5135.3)"
STEPHEN G SAPP,"(1197.2, 5318.0)"
STEPHEN J BROWN,"(2962.4, 2802.6)"
STEPHEN J TAYLOR,"(4083.8, 2982.1)"
STEPHEN J TURNOVSKY,"(2361.2, 858.0)"
STEPHEN M SCHAEFER,"(2047.2, 1285.9)"
STEPHEN MORRIS,"(5277.3, 3920.4)"
STEPHEN OLINER,"(3343.8, 4923.5)"
STEPHEN R FOERSTER,"(5304.0, 3548.6)"
STEPHEN S POLOZ,"(147.09, 5178.0)"
STEPHEN TAGG,"(910.15, 3104.0)"
STEVE JUH,"(216.54, 748.64)"
STEVE L SLEZAK,"(5441.9, 1808.6)"
STEVE MERCIECA,"(729.39, 3598.0)"
STEVE OHANA,"(2052.1, 4883.5)"
STEVEN BYERS,"(3582.6, 2579.1)"
STEVEN G CRAIG,"(4117.7, 218.0)"
STEVEN L HESTON,"(2012.4, 4068.0)"
STEVEN N KAPLAN,"(3171.0, 699.93)"
STEVEN ONGENA,"(5203.8, 5448.6)"
STEVEN R COX,"(3539.7, 3141.1)"
STEVEN R GRENADIER,"(2170.6, 3291.0)"
STEVEN THORLEY,"(1371.6, 4834.3)"
STEVEN V MANN,"(4943.2, 5448.6)"
STEVEN YOUNG,"(5594.4, 4138.0)"
STEWART C MYERS,"(4484.6, 4410.0)"
STIJN CLAESSENS,"(3547.9, 3438.3)"
STIJN G VAN NIEUWERBURGH,"(3735.2, 4270.6)"
STOYAN V STOYANOV,"(1465.9, 1457.3)"
STUART A GABRIEL,"(5358.3, 318.0)"
SUDHA KRISHNASWAMI,"(3556.2, 4625.8)"
SUDHEER CHAVA,"(4068.7, 2630.0)"
SUDIPTO DASGUPTA,"(2403.7, 2932.3)"
SUDIPTO SARKAR,"(1808.1, 298.0)"
SUK-JOONG KIM,"(1760.1, 3562.2)"
SULEYMAN BASAK,"(3694.4, 1940.9)"
SULEYMAN GOKCAN,"(3042.2, 2849.5)"
SUMAN BANERJEE,"(1426.2, 3269.4)"
SUMIKO TAKAOKA,"(477.0, 2838.0)"
SUMIT AGARWAL,"(4685.7, 1107.4)"
SUMON C MAZUMDAR,"(3323.6, 3080.0)"
SUNGLYONG LEE,"(3117.0, 5218.0)"
SUNIL WAHAL,"(2760.6, 2863.0)"
SURESH M SUNDARESAN,"(4510.8, 4924.0)"
SUSAN EK CHRISTOFFERSEN,"(3451.3, 1567.4)"
SUSANA YU,"(4033.4, 1904.0)"
SUZANNE S LEE,"(277.34, 2468.6)"
SVEN SANDOW,"(4220.9, 5204.0)"
SVETLOZAR T RACHEV,"(1550.6, 1466.4)"
SY NOVAK,"(1695.9, 2748.6)"
SYDNEY C LUDVIGSON,"(3631.3, 4170.3)"
SZILARD PAFKA,"(490.04, 3398.0)"
TAEYOUNG DOH,"(4485.8, 760.41)"
TAI-KUANG HO,"(1110.8, 1918.0)"
TAKATOSHI ITO,"(297.99, 4368.6)"
TAMMY L BERRY,"(3549.7, 2605.0)"
TAN WANG,"(2995.4, 3755.9)"
TANJA VEZA,"(1498.5, 1698.0)"
TANJU YORULMAZER,"(3541.0, 3805.0)"
TANO SANTOS,"(1500.5, 2618.0)"
TAO SHU,"(2923.5, 3654.3)"
TAO-HSIEN DOLLY KING,"(3674.4, 1018.0)"
TARUN CHORDIA,"(2659.9, 2875.3)"
TARUN KHANNA,"(2841.2, 4899.9)"
TARUN RAMADORAI,"(4197.4, 1749.8)"
TATIANA KIRSANOVA,"(5064.1, 4784.0)"
TATSUYOSHI OKIMOTO,"(750.49, 3408.6)"
TED LINDBLOM,"(3153.8, 3588.9)"
TENSIE STEIJVERS,"(5489.4, 2218.0)"
TEO JASIC,"(1486.3, 1504.1)"
TERESA D HARRISON,"(4921.2, 1118.0)"
TERHI JOKIPII,"(5632.5, 1278.0)"
TERRANCE ODEAN,"(1285.5, 2870.6)"
TERRY SHEVLIN,"(4979.3, 3559.9)"
THEO VERMAELEN,"(2081.3, 1916.6)"
THIEMO KRINK,"(2114.4, 1598.0)"
THIERRY FOUCAULT,"(2738.5, 4113.2)"
THIERRY POST,"(3076.5, 3066.6)"
THIERRY TRESSEL,"(3671.1, 3324.9)"
THILO LIEBIG,"(3654.3, 2887.0)"
THOMAS B KING,"(3141.2, 38.0)"
THOMAS DANGL,"(3425.8, 2496.6)"
THOMAS F COLEMAN,"(3768.7, 2372.0)"
THOMAS GEHRIG,"(2691.1, 4038.0)"
THOMAS H NOE,"(1472.9, 3333.5)"
THOMAS H THOMPSON,"(5168.5, 1808.6)"
THOMAS HELLMANN,"(1917.0, 2172.0)"
THOMAS J CHEMMANUR,"(600.25, 458.0)"
THOMAS J GEORGE,"(997.8, 478.0)"
THOMAS J JORDAN,"(4803.0, 1489.3)"
THOMAS J SARGENT,"(4276.8, 1014.6)"
THOMAS L STEINER,"(4818.8, 4698.0)"
THOMAS MAHLMANN,"(5604.6, 758.0)"
THOMAS PHILIPPON,"(3307.9, 3831.1)"
THOMAS W BATES,"(4114.4, 2551.1)"
THOMAS WERNER,"(2268.4, 5259.9)"
THORSTEN BECK,"(3623.4, 3396.2)"
THORSTEN HENS,"(3678.9, 878.0)"
THORSTEN V KOPPL,"(428.55, 3778.0)"
THOURAYA TRIKI,"(2959.3, 720.41)"
THUY THU NGUYEN,"(1785.9, 2878.0)"
TIANSHU ZHAO,"(4636.5, 3459.9)"
TIANYU ZHANG,"(3427.6, 5220.4)"
TIL SCHUERMANN,"(3194.2, 1693.7)"
TIM JENKINSON,"(2912.8, 3460.2)"
TIM R ADAM,"(2465.3, 2926.2)"
TIMO VESALA,"(2170.8, 5618.0)"
TIMO WOLLMERSHAUSER,"(1723.8, 920.41)"
TIMOTHY BATES,"(2121.0, 298.0)"
TIMOTHY C JOHNSON,"(3507.9, 3804.4)"
TIMOTHY CG FISHER,"(2378.8, 548.64)"
TIMOTHY COGLEY,"(4313.4, 1064.0)"
TIMOTHY H HANNAN,"(1960.7, 5168.6)"
TIMOTHY J CURRY,"(3825.2, 3762.4)"
TIMOTHY J RIDDIOUGH,"(4739.4, 2030.1)"
TIMOTHY J YEAGER,"(5095.5, 1639.9)"
TIMOTHY K CHUE,"(1107.1, 4278.0)"
TIMOTHY P OPIELA,"(4889.2, 5358.0)"
TIMOTHY S FUERST,"(5206.2, 5038.0)"
TIMOTHY T SIMIN,"(2605.9, 1933.3)"
TINA YANG,"(4174.9, 2665.4)"
TITO BOERI,"(639.79, 5488.6)"
TJ WONG,"(3392.0, 5158.0)"
TJOMME O RUSTICUS,"(4850.1, 3770.1)"
TOAN MY PHAM,"(1790.6, 3338.0)"
TOBIAS ADRIAN,"(3158.6, 1538.0)"
TOBIAS J MOSKOWITZ,"(625.29, 548.64)"
TOBIAS LINZERT,"(702.38, 1338.0)"
TODD A VERMILYEA,"(3969.5, 3507.2)"
TODD E CLARK,"(4675.4, 488.64)"
TODD MITTON,"(1292.1, 4718.0)"
TODD T MILBOURN,"(2325.8, 3805.4)"
TOM VINAIMONT,"(5611.0, 4218.0)"
TOMAS P MANTECON,"(3276.3, 4645.8)"
TOMASZ PIOTR WISNIEWSKI,"(2969.6, 1338.0)"
TOMMASO MONACELLI,"(4951.1, 228.64)"
TOMOMI KUMAGAI,"(2394.5, 4226.0)"
TONG YAO,"(4222.6, 818.0)"
TONG YU,"(4253.6, 857.97)"
TONI M WHITED,"(2236.8, 3607.0)"
TONY BERRADA,"(827.1, 3900.4)"
TOR JACOBSON,"(4910.1, 4404.0)"
TORE LEITE,"(80.445, 2358.0)"
TRACIE WOIDTKE,"(963.7, 5160.4)"
TRAVIS RA SAPP,"(2880.6, 348.64)"
TROND M DOSKELAND,"(1987.9, 468.64)"
TROY DAVIG,"(1985.6, 5299.9)"
TSAI-LING LIAO,"(5329.4, 398.0)"
TUNG LIANG LIAO,"(3578.6, 720.41)"
TUOMO VUOLTEENAHO,"(1741.4, 1659.8)"
TURAN G BALI,"(3067.7, 2890.3)"
TYLER BIGGS,"(227.59, 468.64)"
TYLER R HENRY,"(744.33, 4538.0)"
TYLER SHUMWAY,"(3529.1, 3714.7)"
UGO PANIZZA,"(1389.5, 4383.7)"
UGUR LEL,"(1632.2, 2496.9)"
ULF AXELSON,"(90.844, 2438.0)"
ULF SODERSTROM,"(916.35, 398.0)"
ULRICH BINDSEIL,"(665.79, 1399.9)"
ULRICH JACOBY,"(3323.2, 918.0)"
ULRICH KOHLI,"(4811.5, 1418.0)"
ULRIKE MALMENDIER,"(1370.7, 1622.2)"
UMUT CETIN,"(4166.9, 3355.9)"
URSEL BAUMANN,"(2890.5, 5418.0)"
UTPAL BHATTACHARYA,"(5478.2, 3278.0)"
V CHAVEZ-DEMOULIN,"(565.63, 4958.0)"
V MORIGGIA,"(5078.8, 2955.3)"
VAHAP B UYSAL,"(3164.6, 1838.0)"
VALENTIN DIMITROV,"(322.04, 4288.6)"
VALENTINA ZAMORA,"(5015.9, 3498.0)"
VALERIA MARTINEZ,"(5031.6, 1738.0)"
VALERY POLKOVNICHENKO,"(329.99, 218.0)"
VANTHUAN NGUYEN,"(2220.1, 1429.0)"
VARADARAJAN V CHARI,"(3435.0, 588.64)"
VENKAT R ELESWARAPU,"(3962.5, 4034.8)"
VENKATESH PANCHAPAGESAN,"(3122.3, 1893.9)"
VENKY NAGAR,"(4955.4, 5279.9)"
VICENTE CUNAT,"(1941.2, 58.0)"
VICENTE SALAS,"(1375.6, 4478.0)"
VICENTE SALAS-FUMAS,"(1332.4, 4617.0)"
VICENTE TUESTA,"(4777.8, 318.0)"
VICTOR MURINDE,"(4571.3, 3486.0)"
VIDHI CHHAOCHHARIA,"(2309.2, 468.64)"
VIHANG R ERRUNZA,"(1534.2, 2391.4)"
VIJAY YERRAMILLI,"(1952.9, 2776.1)"
VIJAYA SUBRAHMANYAM,"(4244.2, 4960.4)"
VIKAS KAKKAR,"(1045.7, 4796.0)"
VIKRAM K NANDA,"(2505.0, 3776.6)"
VINAY B NAIR,"(3387.3, 3206.4)"
VINCE P APILADO,"(5239.7, 1798.0)"
VINEET AGARWAL,"(4462.2, 338.0)"
VIRAL V ACHARYA,"(3472.9, 3760.5)"
VIRGINIA DEJESUS-RUEFF,"(3020.5, 1227.4)"
VIRGINIA SARRIA-ALLENDE,"(3733.3, 3212.7)"
VITTORIA CERASI,"(4626.0, 2316.0)"
VLADIMIR KOTOMIN,"(2351.5, 4433.7)"
VOJISLAV MAKSIMOVIC,"(3678.6, 3306.3)"
VOLKER HAHN,"(965.47, 2818.0)"
VOLKER ROTH,"(5532.8, 4888.6)"
W SCOTT FRAME,"(3697.3, 3698.8)"
WAI MUN FONG,"(4766.8, 5278.0)"
WAI-MING FONG,"(4984.9, 2804.0)"
WAI-MING HO,"(428.1, 1260.4)"
WAKO WATANABE,"(711.64, 5558.0)"
WALID BEN OMRANE,"(2132.1, 4678.8)"
WALLACE N DAVIDSON,"(1071.7, 4547.4)"
WALTER ENDERS,"(624.49, 2979.9)"
WALTER N TOROUS,"(2295.6, 2534.4)"
WALTER SA SCHWAIGER,"(1548.2, 1819.9)"
WAN WONGSUNWAI,"(1881.3, 2578.3)"
WARREN BAILEY,"(4246.4, 2514.3)"
WATARU OHTA,"(2876.7, 18.0)"
WAYNE E FERSON,"(707.74, 4599.9)"
WAYNE R GUAY,"(4847.1, 3678.0)"
WEI JIANG,"(2844.2, 1727.6)"
WEI WANG,"(2377.2, 3654.6)"
WEI XIONG,"(2203.8, 2371.7)"
WEI YANG,"(4235.8, 1992.6)"
WEI YIAO,"(3017.8, 4578.6)"
WEI-LIN LIU,"(4672.8, 2419.1)"
WEIDONG TIAN,"(3066.1, 3798.9)"
WEIMIN LIU,"(4402.4, 5488.6)"
WEN-I CHUANG,"(1626.3, 1178.0)"
WEN-YA CHANG,"(1480.6, 4954.6)"
WENLI LI,"(3910.0, 2848.6)"
WENYING JIANGLI,"(524.84, 3858.0)"
WESSEL MARQUERING,"(1547.2, 3713.7)"
WILLIAM B ELLIOTT,"(5012.9, 4158.0)"
WILLIAM D BRADFORD,"(2049.8, 308.64)"
WILLIAM D LASTRAPES,"(871.14, 138.0)"
WILLIAM E STRAWDERMAN,"(4730.6, 678.0)"
WILLIAM F MAXWELL,"(4125.8, 4024.5)"
WILLIAM FUNG,"(4231.4, 1698.0)"
WILLIAM J MCNALLY,"(562.69, 5248.6)"
WILLIAM J WILHELM,"(2867.5, 3510.5)"
WILLIAM JACKSON,"(591.15, 5318.0)"
WILLIAM L MEGGINSON,"(5047.3, 298.0)"
WILLIAM L WEBER,"(1682.1, 218.0)"
WILLIAM N GOETZMANN,"(2902.2, 2783.4)"
WILLIAM O BROWN,"(3901.8, 4627.6)"
WILLIAM T MOORE,"(698.5, 3320.4)"
WILLIAM T ZIEMBA,"(3597.4, 4430.4)"
WILLIAM W LANG,"(3896.2, 3541.4)"
WIM VOORDECKERS,"(5418.1, 2228.6)"
WOLF WAGNER,"(3663.0, 4778.0)"
WOLFGANG BREUER,"(400.75, 2958.0)"
WOLFGANG HAFNER,"(3498.8, 488.64)"
WOOJIN KIM,"(2348.1, 4648.7)"
WOON K WONG,"(97.343, 2698.0)"
X FRANK ZHANG,"(1397.4, 2183.3)"
XAVIER FREIXAS,"(2886.0, 3333.9)"
XAVIER GABAIX,"(4642.4, 1802.3)"
XI HAN,"(4258.3, 3947.8)"
XIA CHEN,"(4244.5, 4052.1)"
XIAFEI LI,"(4387.1, 3245.5)"
XIAN SUN,"(3341.2, 1934.1)"
XIANMING ZHOU,"(283.85, 1118.0)"
XIAO-MING LI,"(5594.3, 1458.0)"
XIAODONG ELEANOR XU,"(1296.3, 2138.0)"
XIAOJING SU,"(3709.0, 2659.5)"
XIAOQUAN JIANG,"(1605.8, 1309.7)"
XIAOQUAN LIU,"(4015.1, 3027.9)"
XIAOXIA LOU,"(1985.7, 4222.8)"
XIAOXIN WANG BEARDSLEY,"(4412.6, 3017.7)"
XIAOYAN ZHANG,"(3127.7, 2188.4)"
XIAOYING XIE,"(1271.5, 2061.6)"
XIAOYUN YU,"(5406.9, 3288.6)"
XIN CHANG,"(2343.5, 2864.6)"
XINAN ZHANG,"(4757.0, 5438.0)"
XINZHONG XU,"(4051.9, 3043.6)"
XIUMIN MARTIN,"(5261.2, 4879.9)"
XUANJUAN CHEN,"(4165.1, 832.3)"
YACINE AIT-SAHALIA,"(1222.7, 3938.0)"
YAEL V HOCHBERG,"(2728.7, 3566.2)"
YAN LEUNG CHEUNG,"(2901.1, 2560.2)"
YANBO JIN,"(886.5, 4803.6)"
YANG K LU,"(2724.6, 3515.8)"
YANGRU WU,"(1591.1, 1975.7)"
YANIV GRINSTEIN,"(2380.4, 458.0)"
YASUO HIROSE,"(1475.4, 3178.0)"
YASUSHI HAMAO,"(3277.0, 3183.4)"
YASUYUKI SAWADA,"(5259.7, 1878.0)"
YAW-HUEI WANG,"(4150.0, 3019.4)"
YEHNING CHEN,"(3330.7, 2099.2)"
YEXIAO XU,"(3241.8, 3230.9)"
YI LIU,"(487.25, 2319.9)"
YI TANG,"(3107.5, 2916.9)"
YI WANG,"(5623.4, 1998.0)"
YI WEN,"(304.48, 908.64)"
YI-CHEIN CHIANG,"(3506.4, 719.93)"
YI-TSUNG LEE,"(2653.9, 3011.6)"
YIFAN HU,"(212.65, 1128.6)"
YIHONG XIA,"(5573.3, 1058.0)"
YILDIRAY YILDIRIM,"(3656.8, 5268.6)"
YING GE,"(1879.3, 3801.1)"
YING WANG,"(2460.7, 1957.3)"
YINGHUI YU,"(2424.9, 1818.0)"
YINTIAN WANG,"(4651.5, 3778.0)"
YISHAY YAFEH,"(1895.4, 228.64)"
YM KANIOVSKI,"(1250.5, 5398.0)"
YOHANES E RIYANTO,"(3158.3, 4439.9)"
YONG WANG,"(326.29, 5108.6)"
YONGGAN ZHAO,"(3591.6, 4338.0)"
YONGHENG DENG,"(5287.1, 328.64)"
YONGMIAO HONG,"(987.75, 3608.4)"
YONGSUNG CHANG,"(4413.6, 759.93)"
YONGTAE KIM,"(4728.2, 4986.2)"
YOON S SHIN,"(626.29, 3319.9)"
YORAM LANDSKRONER,"(3751.8, 548.64)"
YOSER GADHOUM,"(4948.4, 2754.6)"
YOSHIAKI OGURA,"(1807.1, 5558.0)"
YOUCHANG WU,"(3484.2, 2480.0)"
YOUN SEOL,"(3080.4, 5279.9)"
YOUNG SANG KIM,"(1022.3, 4584.0)"
YOUNG SHIN KIM,"(1607.1, 1413.0)"
YOUNGSOO BAE,"(1115.5, 4788.0)"
YOUNGSOO KIM,"(1729.6, 1261.5)"
YOUNGSOON S CHEON,"(4706.6, 2484.8)"
YU-JANE LIU,"(2629.9, 3021.9)"
YUEH-HSIANG LIN,"(4943.4, 3858.0)"
YUFENG HAN,"(2627.6, 5618.0)"
YUHANG XING,"(3052.2, 2198.1)"
YUJI YAMADA,"(312.14, 828.64)"
YULIY SANNIKOV,"(2275.8, 3122.1)"
YULIYA DEMYANYK,"(3905.6, 4758.0)"
YUN (ELLEN) ZHU,"(4454.4, 258.0)"
YUN LI,"(3825.7, 2419.9)"
YUNGSAN KIM,"(2331.1, 2973.7)"
YUQING (JEFF) SHEN,"(3898.3, 2551.0)"
YURI KHOROSHILOV,"(1598.1, 4803.5)"
YURI TSERLUKEVICH,"(180.74, 1038.0)"
YUSUF KHABARI,"(4521.9, 3364.9)"
YUYING LI,"(3776.1, 2298.0)"
YVES CRAMA,"(955.63, 1187.4)"
Z NURAY GUNER,"(2316.8, 4980.4)"
ZACHARIAS SAUTNER,"(703.99, 928.64)"
ZAHER ZANTOUT,"(523.84, 2258.0)"
ZAHID REHMAN,"(2127.4, 1898.0)"
ZEIGHAM KHOKHER,"(2443.2, 2952.8)"
ZHAN ONAYEV,"(5608.6, 598.0)"
ZHAOHUI CHEN,"(2953.0, 3513.7)"
ZHENGJUN ZHANG,"(2900.3, 5338.0)"
ZHENHUA ZHU,"(393.75, 4438.0)"
ZHENXU TONG,"(3073.4, 3218.0)"
ZHI LI,"(2712.0, 1846.7)"
ZHIJIAN (JAMES) HUANG,"(5395.0, 1948.6)"
ZHIJUN WANG,"(2659.0, 2645.1)"
ZHIPING CHEN,"(5552.1, 2008.6)"
ZHISHU YANG,"(2765.6, 4255.8)"
ZHONGLAN DAI,"(1182.9, 2378.0)"
ZI YIN DENG,"(2610.3, 2664.9)"
ZIJUN WANG,"(3817.9, 2718.0)"
ZORAN IVKOVIC,"(840.59, 841.65)"
ZSUZSANNA FLUCK,"(3010.8, 3973.5)"
ZUR SHAPIRA,"(1260.8, 1398.0)"
ZVI BODIE,"(4525.2, 4546.2)"
ZVI WIENER,"(4342.2, 4192.6)"
