node,positions
JEAN-LAURENT ROSENTHAL,"(3016.8, 987.35)"
JEAN-LUC PRIGENT,"(1200.3, 5238.0)"
JEAN-MARC BOURGEON,"(739.13, 1558.0)"
JEAN-PAUL LAURENT,"(3026.4, 860.41)"
JEAN-PHILIPPE LAFORTE,"(5594.4, 4678.0)"
JEAN-PHILIPPE PETERS,"(918.98, 1138.0)"
JEAN-PIERRE ZIGRAND,"(5367.2, 988.64)"
JEDRZEJ BIALKOWSKI,"(2962.2, 1412.0)"
JEFF FLEMING,"(549.53, 4118.0)"
JEFF MADURA,"(4171.9, 4959.9)"
JEFFERSON DUARTE,"(4245.5, 3891.8)"
JEFFREY D KUBIK,"(2327.3, 2462.6)"
JEFFREY H HARRIS,"(4241.9, 2198.0)"
JEFFREY L COLES,"(4011.5, 2323.7)"
JEFFREY PITTMAN,"(911.3, 5238.0)"
JEFFREY PONTIFF,"(1162.1, 1765.8)"
JEFFREY R BROWN,"(903.36, 837.96)"
JEFFREY R RUSSELL,"(5406.1, 5258.0)"
JEFFREY SHEEN,"(1790.4, 3633.4)"
JEFFREY WILLIAMS,"(1400.8, 258.0)"
JEFFREY WURGLER,"(2511.3, 2469.9)"
JEFFRY M NETTER,"(4218.8, 2655.3)"
JENKE TER HORST,"(1667.7, 3146.8)"
JENNIFER HUANG,"(2848.4, 3720.0)"
JENS HAGENDORFF,"(3112.3, 5139.9)"
JENS HILSCHER,"(1944.3, 1767.8)"
JENS TAPKING,"(1797.0, 4470.2)"
JEREMY C STEIN,"(2357.4, 2419.1)"
JEREMY M PIGER,"(623.84, 3179.9)"
JEREMY RUDD,"(3912.8, 5508.6)"
JEROEN DERWALL,"(2089.5, 2983.7)"
JEROEN M SWINKELS,"(5521.4, 5178.0)"
JEROLD B WARNER,"(2703.9, 4353.1)"
JEROME L STEIN,"(1740.6, 58.0)"
JEROME POUYET,"(702.54, 1619.9)"
JEROMIN ZETTLEMEYER,"(3795.7, 3414.9)"
JERRY COAKLEY,"(2377.8, 4718.0)"
JERZY D KONIECZNY,"(2450.0, 538.0)"
JESPER LINDE,"(4959.5, 4367.4)"
JESPER RANGVID,"(1603.2, 2218.0)"
JESSICA A WACHTER,"(3599.4, 4235.8)"
JESUS M SALAS,"(5416.7, 4308.6)"
JESUS SAURINA,"(1370.9, 4550.4)"
JI-CHAI LIN,"(2678.8, 3095.9)"
JIALIN YU,"(2275.4, 2415.2)"
JIAN SHI,"(1293.0, 2277.3)"
JIAN YANG,"(3761.4, 2684.0)"
JIANG LUO,"(572.6, 839.93)"
JIANG WANG,"(2191.0, 2468.1)"
JIANGUO XU,"(1463.7, 4698.0)"
JIANJUN MIAO,"(2097.7, 3417.9)"
JIANPING MEI,"(3310.9, 3268.2)"
JIAPING QIU,"(1804.7, 3775.4)"
JIE CAI,"(2946.0, 4398.0)"
JIE GAN,"(4765.1, 2098.8)"
JIE ZHANG,"(355.9, 1259.9)"
JIJUN NIU,"(2011.3, 2338.0)"
JIM ENGLE-WARNICK,"(2902.0, 4621.6)"
JIMMY SKOGLUND,"(1764.0, 5398.0)"
JIN E ZHANG,"(664.34, 2539.9)"
JIN-LUNG (JIM) HSIEH,"(1362.0, 548.64)"
JIN-MO KIM,"(4824.1, 2493.7)"
JIN-WAN CHO,"(5668.9, 1538.0)"
JINCHUN YE,"(3943.5, 4118.0)"
JING JIANG,"(2631.9, 932.3)"
JING SHI,"(1018.9, 1568.4)"
JING YANG,"(1796.2, 4398.0)"
JING ZHAO,"(2559.3, 1991.5)"
JINGYI JANE JIA,"(3938.0, 1429.7)"
JINLI ZENG,"(392.49, 1198.0)"
JITKA DUPACOVA,"(5006.4, 2912.3)"
JOANNE LI,"(662.89, 3258.0)"
JOAO AC SANTOS,"(2083.1, 2732.9)"
JOAO F GOMES,"(3555.2, 4022.6)"
JOAQUIN MAUDOS,"(2609.7, 848.64)"
JOE-HONG ZOU,"(3878.4, 1596.2)"
JOEL M VANDEN,"(2141.2, 58.0)"
JOEL SHAPIRO,"(2888.4, 3258.0)"
JOEL T HARPER,"(3176.0, 208.64)"
JOELLE MIFFRE,"(4360.1, 3192.7)"
JOHAN DEVRIESE,"(3484.5, 248.64)"
JOHAN WALDEN,"(5280.6, 2868.6)"
JOHANNA KOETER-KANT,"(4976.3, 4219.9)"
JOHN A DOUKAS,"(5561.2, 5508.6)"
JOHN A GODDARD,"(3911.7, 1168.1)"
JOHN A LIST,"(3154.1, 4938.0)"
JOHN B MCDERMOTT,"(4536.0, 4086.0)"
JOHN BARKOULAS,"(5189.0, 1128.6)"
JOHN C HANDLEY,"(1366.4, 5558.0)"
JOHN COTTER,"(4239.5, 5478.0)"
JOHN D KNOPF,"(703.2, 5160.4)"
JOHN D WAGSTER,"(1147.1, 5558.0)"
JOHN DEVEREUX,"(5332.1, 1500.4)"
JOHN DUFFY,"(2942.9, 4554.3)"
JOHN E CORE,"(4878.2, 3718.0)"
JOHN E HUND,"(4207.3, 2888.7)"
JOHN H COCHRANE,"(4236.6, 3747.2)"
JOHN H ROGERS,"(361.55, 4098.0)"
JOHN HAGEDOORN,"(1959.2, 879.93)"
JOHN HARDING,"(356.04, 2019.9)"
JOHN J MCCONNELL,"(2783.8, 2419.4)"
JOHN J MERRICK,"(2261.9, 5119.9)"
JOHN K ASHTON,"(5499.9, 4808.6)"
JOHN K WALD,"(336.35, 1478.0)"
JOHN M BARRON,"(5063.2, 3699.9)"
JOHN M BIZJAK,"(4103.2, 2419.1)"
JOHN M GRIFFIN,"(4269.6, 2276.3)"
JOHN M MULVEY,"(5574.4, 2678.0)"
JOHN OS WILSON,"(3880.6, 1219.4)"
JOHN P BONIN,"(390.84, 5488.6)"
JOHN R BIRGE,"(190.19, 388.64)"
JOHN R GRAHAM,"(1741.2, 3826.4)"
JOHN S JORDAN,"(2971.1, 1264.0)"
JOHN Y CAMPBELL,"(1868.1, 1749.2)"
JON DANIELSSON,"(5438.5, 978.0)"
JON WONGSWAN,"(3523.2, 5578.0)"
JONATHAN B BERK,"(524.8, 378.0)"
JONATHAN CLARKE,"(2982.4, 2592.9)"
JONATHAN E ALEVY,"(3117.5, 4999.9)"
JONATHAN E INGERSOLL,"(2856.8, 2816.7)"
JONATHAN LEWELLEN,"(2631.3, 4347.0)"
JONATHAN M KARPOFF,"(2607.1, 1452.4)"
JONATHAN MCCARTHY,"(2139.0, 538.0)"
JONATHAN WILLIAMS,"(4988.4, 2640.4)"
JONG HUN KIM,"(2174.7, 228.64)"
JOONGHYUK KIM,"(3836.9, 2082.6)"
JOONKYUNG HA,"(366.6, 2678.0)"
JOOP HUIJ,"(2017.0, 2992.2)"
JOOST DRIESSEN,"(3466.1, 3356.5)"
JORDI GALI,"(879.14, 5408.6)"
JORG ROCHOLL,"(1794.9, 2167.8)"
JORGE MIGUEL VENTURA BRAVO,"(4679.5, 2918.0)"
JOSE A LOPEZ,"(3812.0, 5438.0)"
JOSE A SCHEINKMAN,"(2250.2, 2361.4)"
JOSE GONZALO RANGEL,"(3853.7, 3857.7)"
JOSE JORGE,"(2965.6, 3291.9)"
JOSE M MARIN,"(1131.0, 3066.2)"
JOSE MANUEL CAMPA,"(4785.3, 4143.5)"
JOSE MIGUEL GASPAR,"(2195.4, 2014.8)"
JOSE VICENTE,"(5530.8, 1668.6)"
JOSEF LAKONISHOK,"(4030.6, 2159.7)"
JOSEF ZECHNER,"(3447.3, 2414.3)"
JOSEPH CHEN,"(2986.5, 2205.2)"
JOSEPH H HASLAG,"(3229.0, 4058.0)"
JOSEPH PEEK,"(4006.3, 148.64)"
JOSEPH PH FAN,"(3355.4, 5219.9)"
JOSEPH W CHENG,"(2385.8, 1872.9)"
JOSHUA D COVAL,"(2416.5, 2364.0)"
JOSHUA D RAUH,"(3740.6, 5598.0)"
JOSHUA LERNER,"(1842.2, 2518.9)"
JOSHUA M POLLET,"(330.34, 548.64)"
JOSHUA SLIVE,"(1405.2, 2938.0)"
JOSHUA V ROSENBERG,"(3177.3, 1611.4)"
JOSHY Z EASAW,"(419.94, 1568.6)"
JUAN CARLOS GOZZI,"(3500.8, 3269.8)"
JUAN FERNANDEZ DE GUEVARA,"(2680.9, 838.0)"
JUAN M NAVE,"(519.78, 1058.0)"
JUAN SANTALO,"(5476.7, 3868.6)"
JUERG M BLUM,"(117.34, 878.0)"
JUHA JUNTTILA,"(1473.6, 1100.3)"
JUHA TARKKA,"(3492.1, 2868.0)"
JUHA-PEKKA KALLUNKI,"(1453.1, 1052.3)"
JUIN-JEN CHANG,"(1517.1, 5004.0)"
JUKKA VESALA,"(5196.7, 4599.9)"
JULES H VAN BINSBERGEN,"(3315.4, 840.41)"
JULIA MARTINEZ-RODRIGUEZ,"(2368.2, 2618.0)"
JULIAN R FRANKS,"(2261.6, 1278.0)"
JULIE WULF,"(3591.3, 3479.6)"
JULIEN HUGONNIER,"(754.89, 3899.9)"
JULIEN MATHERON,"(5510.7, 4518.0)"
JUN LIU,"(3108.0, 2075.0)"
JUN PAN,"(4105.8, 2059.4)"
JUN QJ QIAN,"(3110.8, 2637.2)"
JUN TU,"(916.66, 3598.0)"
JUN XIONG,"(3875.7, 1687.7)"
JUN YAN,"(3830.6, 1673.6)"
JUN-KOO KANG,"(4757.2, 2456.1)"
JUNBO WANG,"(1374.5, 2249.1)"
JUNG CHUL PARK,"(565.14, 4799.9)"
JUNG-SUK YU,"(1775.4, 5080.4)"
JUNG-WOOK KIM,"(2808.2, 3965.4)"
JURGEN VON HAGEN,"(1086.7, 1986.2)"
JUSTIN SP CHAN,"(2637.4, 2123.4)"
K GEERT ROUWENHORST,"(2938.7, 2754.8)"
K JEREMY KO,"(5466.2, 1938.0)"
K OZGUR DEMIRTAS,"(3056.5, 2955.8)"
K SIVARAMAKRISHNAN,"(4181.5, 4458.0)"
KAI LEITEMO,"(4079.0, 5398.0)"
KAI LI,"(4282.7, 4024.4)"
KAI RICHTER,"(5604.0, 4878.0)"
KAJ NYSTROM,"(1692.8, 5408.6)"
KALOK CHAN,"(2832.5, 4228.8)"
KANG H PARK,"(1610.8, 228.64)"
KARAN BHANOT,"(5562.2, 2538.0)"
KAREN EPERMANIS,"(1236.2, 3618.2)"
KAREN L BENSON,"(4513.4, 598.0)"
KARIN S THORBURN,"(436.84, 4888.6)"
KARL B DIETHER,"(4277.3, 1617.0)"
KARL FRAUENDORFER,"(3286.6, 979.93)"
KARL V LINS,"(369.35, 2178.0)"
KARL WHELAN,"(3984.0, 5498.0)"
KARLO KAUKO,"(4955.4, 58.0)"
KARSTEN JESKE,"(3459.3, 168.64)"
KASPER MEISNER NIELSEN,"(4774.9, 880.41)"
KASPER ROSZBACH,"(4922.9, 4318.0)"
KASTURI P RANGAN,"(3642.3, 3139.2)"
KATHARINA LEWELLEN,"(232.44, 138.0)"
KATHLEEN M MCDILL,"(5004.6, 628.64)"
KATHY FOGEL,"(2866.9, 3838.0)"
KATHY YUAN,"(2399.5, 4150.5)"
KATIE FARRANT,"(3614.4, 5378.0)"
KATRIN GOTTSCHALK,"(2904.6, 1364.9)"
KATRINA ELLIS,"(876.69, 58.0)"
KAUSHIK MITRA,"(2621.2, 288.64)"
KAZUHIKO SHINKI,"(2829.0, 5348.6)"
KE TANG,"(5247.2, 4360.4)"
KE WANG,"(1953.2, 4355.8)"
KEE H CHUNG,"(2720.4, 957.97)"
KEE-HONG BAE,"(4319.5, 2440.4)"
KEES G KOEDIJK,"(1867.3, 2997.9)"
KEH-YIING CHERN,"(4082.8, 1867.4)"
KEHLUH WANG,"(5365.0, 460.41)"
KEITH VORKINK,"(1315.9, 4787.4)"
KELDON J BAUER,"(1445.1, 5408.6)"
KELSEY D WEI,"(2813.1, 3644.9)"
KEN B CYREE,"(2253.3, 4368.0)"
KENG-HSIN LO,"(5292.8, 459.93)"
KENICHI UEDA,"(3546.2, 3365.6)"
KENJI KUTSUNA,"(5003.2, 4578.0)"
KENJI MORIYAMA,"(1652.2, 778.0)"
KENNETH A CAROW,"(3547.7, 3228.4)"
KENNETH A FROOT,"(4120.9, 1747.3)"
KENNETH CARLING,"(4873.6, 4354.6)"
KENNETH D GARBADE,"(5225.9, 3128.6)"
KENNETH D WEST,"(433.1, 3318.0)"
KENNETH J KOPECKY,"(1222.0, 468.64)"
KENNETH J SINGLETON,"(4161.7, 2006.3)"
KENNETH KLETZER,"(2861.2, 4978.0)"
KENNETH M LEHN,"(2909.0, 268.64)"
KENNETH N HIGHTOWER,"(2281.2, 4918.0)"
KENNETH P BREVOORT,"(2032.0, 5158.0)"
KENNETH R FRENCH,"(5317.5, 908.64)"
KENNETH R SPONG,"(3191.6, 528.64)"
KENNETH R VETZAL,"(823.2, 1060.4)"
KENT D DANIEL,"(2451.4, 2989.6)"
KENT L WOMACK,"(1126.4, 1058.0)"
KENT MATTHEWS,"(4579.5, 3412.0)"
KERRY ANNE MCGEARY,"(4956.8, 1180.4)"
KERRY E BACK,"(4242.4, 2594.7)"
KESHAB SHRESTHA,"(3318.0, 1312.4)"
KEVIN B GRIER,"(5395.4, 5348.6)"
KEVIN DOWD,"(4168.2, 5488.6)"
KEVIN J MURPHY,"(5344.5, 548.64)"
KEVIN J STIROH,"(2233.7, 2701.0)"
KEVIN KEASEY,"(3184.5, 5140.4)"
KEVIN R JAMES,"(5282.5, 2538.0)"
KEVIN XD HUANG,"(3362.5, 4095.8)"
KEWEI HOU,"(1868.0, 2368.7)"
KHALED ABOU-ZIED,"(3376.8, 5308.6)"
KIAN ESTEGHAMAT,"(5421.6, 3698.0)"
KIMBERLY C GLEASON,"(4208.5, 4898.0)"
KIMBERLY J RODGERS,"(2680.9, 1910.6)"
KIRSTEN LOMMATZSCH,"(4310.0, 1148.4)"
KISHORE TANDON,"(4046.1, 1818.0)"
KIYOTAKA SATO,"(369.2, 4358.0)"
KJ MARTIJN CREMERS,"(3392.5, 3294.5)"
KJELL G NYBORG,"(343.35, 5258.0)"
KLAUS ADAM,"(4738.3, 238.0)"
KLAUS REINER SCHENK-HOPPE,"(3642.3, 939.93)"
KLAUS SCHAECK,"(765.0, 3660.4)"
KLEOPATRA NIKOLAOU,"(2291.8, 138.0)"
KOEN VERMEYLEN,"(192.29, 3098.0)"
KOK-HUI TAN,"(3247.3, 1298.0)"
KONAN CHAN,"(3889.2, 2120.5)"
KOSE JOHN,"(2935.2, 3971.5)"
KOSTAS GIANNOPOULOS,"(3776.3, 138.0)"
KOTARO INOUE,"(3657.3, 5039.9)"
KRIS JACOBS,"(4638.7, 3864.0)"
KRIS JAMES MITCHENER,"(5235.7, 2028.6)"
KRISHNA PAUDYAL,"(3894.2, 4959.9)"
KRISHNA RAMASWAMY,"(1573.7, 2087.8)"
KRISLERT SAMPHANTHARAK,"(1735.2, 2584.5)"
KRISTIN E FINK,"(4445.1, 2678.0)"
KRISTIN J FORBES,"(2463.9, 3140.4)"
KUMAR VENKATARAMAN,"(4041.0, 4032.7)"
KUNAL SENGUPTA,"(2373.5, 2840.3)"
KYOJIK ROY SONG,"(2727.6, 3165.6)"
L PAIGE FIELDS,"(3627.6, 2641.9)"
LAETITIA LEPETIT,"(863.38, 2618.0)"
LAKSHMANAN SHIVAKUMAR,"(2600.0, 2800.1)"
LALITHA NAVEEN,"(4073.0, 2389.2)"
LANCE E DAVIS,"(2967.4, 1024.0)"
LANCE YOUNG,"(4193.3, 3913.0)"
LARRY FAUVER,"(3758.0, 228.64)"
LARRY G EPSTEIN,"(2627.1, 1097.7)"
LARRY HP LANG,"(5034.3, 2767.4)"
LARS NORDEN,"(3638.9, 4846.2)"
LARS PETER HANSEN,"(4326.1, 978.0)"
LASSE H PEDERSEN,"(2045.3, 4472.3)"
LASZLO A KOCZY,"(3926.1, 698.0)"
LASZLO HALPERN,"(4253.8, 1278.2)"
LAURA BOTTAZZI,"(1987.3, 2139.5)"
LAURA CASARES FIELD,"(2570.5, 1530.4)"
LAURA GONZALEZ,"(1850.3, 4803.5)"
LAURA LINDSEY,"(1931.3, 2237.9)"
LAURA SEERY,"(891.49, 5159.9)"
LAURA T STARKS,"(2770.2, 3653.1)"
LAURA XIAOLEI LIU,"(3596.4, 3961.3)"
LAUREL A FRANZEN,"(2662.4, 1982.2)"
LAUREN H COHEN,"(4281.6, 1544.1)"
LAURENT COUSOT,"(4149.0, 5578.0)"
LAURENT E CALVET,"(2262.4, 2801.2)"
LAWRENCE C ROSE,"(4746.6, 4608.0)"
LAWRENCE E HARRIS,"(2039.3, 5080.4)"
LAWRENCE G GOLDBERG,"(3728.7, 3621.4)"
LAWRENCE H WHITE,"(200.09, 1578.0)"
LAWRENCE J WHITE,"(3697.5, 3608.2)"
LAWRENCE KRYZANOWSKI,"(3659.7, 798.0)"
LE SUN,"(3540.3, 3998.6)"
LEANDRO SAITA,"(2033.0, 4337.8)"
LEE PINKOWITZ,"(4330.3, 2469.2)"
LEI WEDGE,"(2998.6, 2479.4)"
LEI ZHOU,"(4847.6, 958.0)"
LEIGH DRAKE,"(809.54, 4279.9)"
LEIN-LEIN CHEN,"(5259.9, 1499.9)"
LENA BOOTH,"(5546.9, 688.64)"
LEO FERRARIS,"(4793.4, 3138.0)"
LEONARD C MACLEAN,"(3559.6, 4379.2)"
LEONARD I NAKAMURA,"(4026.9, 3642.2)"
LEONARD L LUNDSTROM,"(4398.3, 528.64)"
LEONARDO BARTOLINI,"(5075.2, 4018.0)"
LEONARDO BECCHETTI,"(3409.3, 1956.7)"
LEONARDO M MADUREIRA,"(1192.0, 638.0)"
LEONARDO M NOGUEIRA,"(1631.1, 4002.9)"
LEONCE L BARGERON,"(4224.7, 2330.0)"
LEONID KOGAN,"(2171.7, 2551.0)"
LEORA F KLAPPER,"(3590.4, 3510.9)"
LI JIN,"(4487.7, 4483.5)"
LI WEI,"(3266.9, 2167.3)"
LI YANG,"(2626.8, 548.64)"
LI YONG,"(2753.5, 3725.6)"
LI-PING ZOU,"(5523.0, 1468.6)"
LIAM GRAHAM,"(5560.3, 4598.0)"
LIEVEN BAELE,"(4010.8, 1090.1)"
LILIA MALIAR,"(271.49, 2388.6)"
LILIAN K NG,"(212.81, 5518.0)"
LIN PENG,"(2149.8, 2306.7)"
LINDA A TOOLSEMA,"(3158.6, 4512.2)"
LINDA ALLEN,"(3144.6, 2824.1)"
LINDA DEANGELO,"(4247.1, 2354.2)"
LINDA VAN DE GUCHT,"(1786.6, 588.64)"
LIONEL MARTELLINI,"(4238.8, 4283.9)"
LIU YANG,"(3253.3, 2498.0)"
LIUREN WU,"(3155.6, 2914.5)"
LIXIN HUANG,"(2133.9, 3928.7)"
LONG CHEN,"(3458.0, 3933.9)"
LORENZO A PREVE,"(3690.4, 3195.4)"
LORENZO CAPRIO,"(324.65, 2298.0)"
LORENZO GARLAPPI,"(2928.2, 3707.4)"
LORETTA J MESTER,"(3972.4, 3581.8)"
LORIANA PELIZZON,"(4867.9, 1626.2)"
LORIANO MANCINI,"(3985.1, 3909.3)"
LOUIS H EDERINGTON,"(5487.9, 4298.0)"
LOUIS TW CHENG,"(1493.4, 5240.4)"
LOUKIA MELIGKOTSIDOU,"(4589.8, 1678.8)"
LOURDES GOMEZ-VALLE,"(2297.0, 2628.6)"
LU ZHANG,"(3518.3, 3937.1)"
LU ZHENG,"(2699.1, 3703.3)"
LUBOMIR LITOV,"(2939.3, 3900.5)"
LUBOS PASTOR,"(1531.0, 2760.4)"
LUC LAEVEN,"(3563.1, 3405.7)"
LUC RENNEBOOG,"(1735.4, 3176.9)"
LUCA BENATI,"(89.544, 2798.0)"
LUCA BENZONI,"(4627.0, 2650.1)"
LUCA DEIDDA,"(2870.8, 188.64)"
LUCA GAMBETTI,"(3903.2, 5119.9)"
LUCA GUERRIERI,"(2983.8, 1098.0)"
LUCA NUNZIATA,"(1508.2, 5078.0)"
LUCA SALA,"(2522.5, 1733.1)"
LUCA TASCHINI,"(617.99, 5408.6)"
LUCA VINCENZO BALLESTRA,"(5015.4, 4898.0)"
LUCIO SARNO,"(2016.8, 1202.2)"
LUCY CHERNYKH,"(3725.8, 5518.0)"
LUDGER LINNEMANN,"(5602.7, 838.0)"
LUIGI BENFRATELLO,"(2385.1, 3418.0)"
LUIGI GUISO,"(2547.4, 3329.1)"
LUIGI ZINGALES,"(2508.1, 3259.2)"
LUIS AGUIAR-CONRARIA,"(375.69, 898.0)"
LUIS B MARQUES,"(2046.4, 3198.0)"
LUIS GARCIA-FEIJOO,"(1983.1, 738.0)"
LUIS-GONZALO LLOSA,"(4706.6, 328.64)"
LUISA TIBILETTI,"(4926.2, 2218.0)"
LUKAS MENKHOFF,"(2388.9, 938.0)"
LUTZ KILIAN,"(5577.8, 4058.0)"
LYNDON MOORE,"(287.75, 738.0)"
M BERTOCCHI,"(5090.5, 2904.6)"
M GRAZIA SPERANZA,"(4171.5, 618.0)"
M HASHEM PESARAN,"(3121.4, 1749.0)"
M PEMY,"(3346.3, 5378.0)"
M YOUSUF,"(3340.2, 2670.1)"
MADHAV V RAJAN,"(5027.6, 5280.4)"
MAGNUS WILLESSON,"(3164.6, 3549.6)"
MAHENDRARAJAH NIMALENDRAN,"(3658.6, 2167.7)"
MALCOLM P BAKER,"(2438.0, 2435.8)"
MANJU KEDIA SHAH,"(298.8, 458.0)"
MANJU PURI,"(1855.8, 2224.5)"
MANMOHAN S KUMAR,"(821.7, 3398.0)"
MANOHAR SINGH,"(985.79, 4534.6)"
MANOUCHE TAVAKOLI,"(3934.3, 1252.6)"
MANSOOR DAILAMI,"(3921.2, 3231.5)"
MANTHOS D DELIS,"(4848.5, 2998.0)"
MANUEL BECERRA,"(5547.9, 3858.0)"
MANUEL FERREIRA,"(4907.7, 2300.3)"
MAOSEN ZHONG,"(1421.2, 5239.9)"
MARA FACCIO,"(2786.7, 2350.4)"
MARC BREMER,"(3693.9, 4978.0)"
MARC D WEIDENMIER,"(3857.4, 4686.8)"
MARC GOERGEN,"(1773.2, 3235.5)"
MARC L LIPSON,"(483.7, 2600.4)"
MARC S PAOLELLA,"(689.2, 5398.0)"
MARCEL FRATZSCHER,"(5110.0, 538.0)"
MARCEL RINDISBACHER,"(791.48, 3838.0)"
MARCELLO MINENNA,"(5179.0, 5358.0)"
MARCELLO PERICOLI,"(1113.8, 298.0)"
MARCELO B DOS SANTOS,"(1498.9, 2455.2)"
MARCIA MILLON CORNETT,"(3388.1, 3676.2)"
MARCIN KACPERCZYK,"(2638.9, 3761.9)"
MARCO ARENA,"(5236.0, 5598.0)"
MARCO DA RIN,"(1933.6, 2098.0)"
MARCO LYRIO,"(444.15, 1758.0)"
MARCO OTTAVIANI,"(1258.6, 5018.0)"
MARCO PAGANO,"(3386.6, 2349.6)"
MARCO TABOGA,"(1042.5, 308.64)"
MARCO WEISS,"(5492.8, 1388.6)"
MARCOS CHAMON,"(2270.3, 5428.6)"
MARGARET LYNCH,"(2577.2, 5158.0)"
MARGARITA SAMARTIN,"(5324.8, 1318.0)"
MARIA J NIETO,"(4853.4, 4018.0)"
MARIA LETIZIA GUERRA,"(4955.0, 2388.6)"
MARIA RUBIO-MISAS,"(1387.2, 2018.6)"
MARIA SOLEDAD MARTINEZ PERIA,"(3659.3, 3465.9)"
MARIANNE BERTRAND,"(1781.9, 2655.2)"
MARIASSUNTA GIANNETTI,"(1964.1, 1968.0)"
MARIE DUTORDOIR,"(1857.8, 578.0)"
MARIE E SUSHKA,"(3320.9, 4588.4)"
MARINA MARENA,"(4065.6, 4367.0)"
MARINA MARTYNOVA,"(1820.0, 3155.3)"
MARIO I BLEJER,"(4839.3, 5598.0)"
MARIOS A PANAYIDES,"(2546.6, 118.0)"
MARK A CARLSON,"(5306.9, 2018.0)"
MARK A PETERSON,"(3592.9, 1394.1)"
MARK B SHACKLETON,"(4006.7, 2970.2)"
MARK BROADIE,"(4560.2, 4887.4)"
MARK CAREY,"(4809.5, 5528.6)"
MARK D GRIFFITHS,"(2252.9, 4312.2)"
MARK D VAUGHAN,"(5167.7, 1640.4)"
MARK D WALKER,"(4469.5, 518.0)"
MARK GERTLER,"(2485.7, 1667.6)"
MARK GOLD,"(4184.3, 5154.6)"
MARK J FLANNERY,"(3662.4, 3058.0)"
MARK J GARMAISE,"(696.5, 538.0)"
MARK J READY,"(4036.0, 548.64)"
MARK LOEWENSTEIN,"(2015.9, 3989.3)"
MARK M SPIEGEL,"(1785.8, 388.64)"
MARK M WESTERFIELD,"(2131.1, 2534.2)"
MARK P TAYLOR,"(283.19, 2768.6)"
MARK S SEASHOLES,"(4417.2, 3636.3)"
MARK W WATSON,"(350.5, 4018.0)"
MARK WAHRENBURG,"(1043.3, 3863.5)"
MARK WEDER,"(91.494, 4058.0)"
MARKKU KALLIO,"(3653.3, 4487.6)"
MARKKU KAUSTIA,"(4631.0, 3557.7)"
MARKKU LANNE,"(5302.5, 4008.6)"
MARKKU MALKAMAKI,"(3534.6, 2917.2)"
MARKKU RAHIALA,"(1492.2, 1018.0)"
MARKUS JUNKER,"(661.08, 1198.0)"
MARKUS K BRUNNERMEIER,"(1213.3, 718.0)"
MARKUS LEIPPOLD,"(4441.1, 2044.2)"
MARKUS THOENY,"(4887.1, 2252.3)"
MARNO VERBEEK,"(1942.8, 3002.6)"
MARTI G SUBRAHMANYAM,"(2567.6, 2156.9)"
MARTIN BROWN,"(3872.0, 298.0)"
MARTIN DD EVANS,"(5292.9, 3208.6)"
MARTIN ELING,"(1694.7, 5328.6)"
MARTIN F GRACE,"(4585.1, 4237.7)"
MARTIN HOLMEN,"(667.58, 5098.0)"
MARTIN J GRUBER,"(2647.1, 698.0)"
MARTIN JERMAKYAN,"(382.69, 308.64)"
MARTIN LETTAU,"(3672.5, 4231.2)"
MARTIN NIEMANN,"(2623.3, 4940.4)"
MARTIN R YOUNG,"(4676.7, 4616.0)"
MARTIN SCHNEIDER,"(2699.9, 1106.1)"
MARTIN T BOHL,"(2340.6, 5260.4)"
MARTIN T WELLS,"(4353.9, 3437.0)"
MARTIN WIDDICKS,"(1877.1, 1047.4)"
MARY A WEISS,"(5215.4, 2628.6)"
MARY E MALLIARIS,"(796.0, 618.0)"
MASAHIKO EGAMI,"(5350.3, 3708.6)"
MASAHIRO WATANABE,"(1471.1, 628.64)"
MASAMI IMAI,"(462.05, 5478.0)"
MASAO OGAKI,"(1073.0, 4726.8)"
MASSIMILIANO MARCELLINO,"(1255.9, 798.0)"
MASSIMO GUIDOLIN,"(5258.1, 3468.6)"
MASSIMO MASSA,"(2129.1, 1982.8)"
MATHAN SATCHI,"(5113.5, 4747.4)"
MATIAS BRAUN,"(5318.0, 4448.6)"
MATTEO IACOVIELLO,"(203.34, 4938.0)"
MATTHEW B CANZONERI,"(1378.3, 4237.9)"
MATTHEW DOYLE,"(397.5, 2098.0)"
MATTHEW INGRAM,"(3794.9, 388.64)"
MATTHEW J HIGGINS,"(2665.4, 4486.9)"
MATTHEW PRITSKER,"(1120.7, 98.0)"
MATTHEW R MCBRADY,"(2871.1, 2453.7)"
MATTHEW RHODES-KROPF,"(1779.3, 2368.9)"
MATTHEW RICHARDSON,"(3960.9, 2558.2)"
MATTHEW SPIEGEL,"(2866.8, 2850.2)"
MATTHEW T BILLETT,"(3663.5, 1089.9)"
MATTI KELOHARJU,"(4762.4, 3609.3)"
MATTIAS GANSLANDT,"(5186.6, 3388.6)"
MAUREEN O'HARA,"(489.69, 5558.0)"
MAX NEUKIRCHEN,"(2587.7, 4878.0)"
MAXIM NIKITIN,"(2949.9, 4478.0)"
MAXIME CHARLEBOIS,"(1125.9, 5328.6)"
MAXIMILIAN JB HALL,"(881.75, 4280.4)"
MAYTAL SAAR-TSECHANSKY,"(1056.7, 980.41)"
MEENAKSHI SINHA,"(1512.3, 2831.0)"
MEGHANA AYYAGARI,"(3702.4, 3337.2)"
MEI-CHU KE,"(3543.0, 658.0)"
