node,positions
DON LESSARD,"(750.83, 1013.0)"
DON M CHANCE,"(1056.1, 1315.7)"
DON NICHOLS,"(1135.1, 1327.8)"
DON RICH,"(950.91, 1294.3)"
DONAL BYARD,"(1162.9, 982.84)"
DONAL G MCKILLOP,"(595.45, 970.0)"
DONALD B KEIM,"(1121.1, 1115.6)"
DONALD H DUTKOWSKY,"(636.18, 980.22)"
DONALD HAURIN,"(862.35, 1412.5)"
DONALD KOHN,"(977.05, 650.12)"
DONALD LIEN,"(796.25, 1212.1)"
DONALD MATHIESON,"(562.09, 1000.7)"
DONALD P MORGAN,"(941.48, 886.42)"
DONALD R FRASER,"(900.07, 1020.0)"
DONALD WICKERT,"(967.11, 1225.3)"
DONG CHEN,"(1121.2, 950.13)"
DONG WOOK LEE,"(875.89, 1067.1)"
DONG-HYUN AHN,"(927.33, 1109.0)"
DONGHANG ZHANG,"(862.77, 1117.0)"
DONGHUI LI,"(780.26, 792.46)"
DORIS CHAN,"(1538.3, 620.25)"
DORON AVRAMOV,"(1047.8, 1092.2)"
DORON KLIGER,"(869.51, 908.35)"
DORON NISSIM,"(956.15, 1290.2)"
DOUG BLOCHER,"(629.29, 1593.5)"
DOUG FORE,"(1033.3, 1240.8)"
DOUGLAS A SHACKELFORD,"(973.73, 1132.2)"
DOUGLAS AGBETSIAFA,"(666.07, 1068.3)"
DOUGLAS BAIRD,"(1054.1, 946.73)"
DOUGLAS D EVANOFF,"(1144.2, 875.78)"
DOUGLAS FISHER,"(580.22, 874.73)"
DOUGLAS GALE,"(988.42, 934.74)"
DOUGLAS HODGSON,"(851.86, 1246.5)"
DOUGLAS J CUMMING,"(788.25, 994.86)"
DOUGLAS J SKINNER,"(1026.9, 1006.9)"
DOUGLAS K PEARCE,"(1040.0, 1262.5)"
DOUGLAS LAXTON,"(368.55, 1998.0)"
DOUGLAS M PATTERSON,"(1166.2, 1260.9)"
DOUGLAS SANFORD,"(910.26, 1343.4)"
DOUGLAS T BREEDEN,"(1061.5, 916.78)"
DOUGLAS W DIAMOND,"(996.66, 983.6)"
DOULAS O COOK,"(886.89, 1075.1)"
DREW B WINTERS,"(1048.4, 785.57)"
DREW DAHL,"(1249.2, 975.03)"
DROR GOLDBERG,"(1249.3, 721.71)"
DUANE J SEPPI,"(988.69, 1087.3)"
DUANE STOCK,"(763.93, 1056.8)"
DUSAN ISAKOV,"(1137.1, 1063.6)"
DUSAN STOJANOVIC,"(812.76, 748.97)"
DWIGHT C ANDERSON,"(1339.9, 1076.7)"
DWIGHT DENNISON,"(755.72, 1074.8)"
DYLAN C THOMAS,"(1173.9, 1010.4)"
E CASE,"(892.76, 1229.4)"
E HAN KIM,"(968.04, 1000.6)"
E SCOTT MAYFIELD,"(1003.0, 1151.2)"
E TSIONAS,"(1228.4, 1339.0)"
EANA KIM,"(1171.6, 965.27)"
EBRU ISIK,"(835.19, 711.16)"
ED NOSAL,"(1073.0, 992.02)"
ED ROBERTS,"(1251.6, 1118.4)"
EDDIE DEKEL,"(705.95, 1010.9)"
EDGAR A GHOSSOUB,"(238.5, 942.0)"
EDI KARNI,"(902.74, 695.89)"
EDITH S HOTCHKISS,"(990.01, 1011.5)"
EDMUND OUTSLAY,"(1022.0, 1319.7)"
EDMUND S PHELPS,"(1265.9, 943.72)"
EDUARDO BORENSZTEIN,"(1040.0, 767.21)"
EDUARDO FERNANDEZ-ARIAS,"(1221.5, 961.43)"
EDUARDO JALLATH-CORIA,"(1100.9, 965.84)"
EDUARDO L LUNDBERG,"(1036.4, 703.6)"
EDUARDO LEVY YEYATI,"(915.05, 847.28)"
EDUARDO S SCHWARTZ,"(1086.0, 1048.2)"
EDWARD ETTIN,"(847.03, 791.36)"
EDWARD GREEN,"(1159.8, 912.12)"
EDWARD I ALTMAN,"(1056.2, 991.11)"
EDWARD J KANE,"(911.89, 928.85)"
EDWARD L GLAESER,"(1003.3, 986.67)"
EDWARD LAZEAR,"(920.65, 1302.2)"
EDWARD MAYDEW,"(994.11, 1172.3)"
EDWARD NELLING,"(775.02, 1194.6)"
EDWARD NELSON,"(998.01, 813.52)"
EDWARD RICE,"(969.37, 1142.1)"
EDWARD S O'NEAL,"(789.99, 1017.2)"
EDWARD SIMPSON PRESCOTT,"(1154.9, 964.88)"
EDWIN J ELTON,"(1060.3, 1218.0)"
EFRAIM BENMELECH,"(1103.3, 912.45)"
EHUD I RONN,"(1138.8, 1149.5)"
EHUD KAMAR,"(812.14, 984.44)"
EIKE HOUBEN,"(703.1, 954.67)"
EILEV S JANSEN,"(1295.4, 834.13)"
EIRIK GAARD KRISTIANSEN,"(840.61, 828.54)"
EITAN GOLDMAN,"(1018.6, 1050.1)"
EKATERINI KYRIAZIDOU,"(1096.5, 1245.3)"
EKKEHART BOEHMER,"(921.73, 1052.1)"
ELAINE KIM,"(1096.8, 945.89)"
ELAZAR BERKOVITCH,"(995.87, 1107.0)"
ELDON SMITH,"(891.98, 736.04)"
ELEEN SMITH,"(959.95, 1287.8)"
ELENA BECCALLI,"(1002.6, 744.08)"
ELENA CARLETTI,"(964.04, 904.08)"
ELENA MITEVA,"(1014.2, 882.86)"
ELENA N ASPAROUHOVA,"(946.5, 1243.6)"
ELENA RANGUELOVA,"(780.57, 901.74)"
ELHANAN HELPMAN,"(706.09, 1062.5)"
ELI BARTOV,"(741.61, 880.69)"
ELI OFEK,"(1025.1, 1053.8)"
ELIAKIM KATZ,"(1225.0, 1331.2)"
ELIEZER M FICH,"(795.81, 1147.9)"
ELIEZER Z PRISMAN,"(1148.7, 1268.6)"
ELIJAH BREWER,"(895.87, 876.93)"
ELISABETH VAILLANT,"(946.96, 584.26)"
ELIZA WU,"(906.72, 721.44)"
ELIZABETH C KLEE,"(1031.4, 850.12)"
ELIZABETH CAMMACK,"(861.93, 928.77)"
ELIZABETH DEMERS,"(1029.6, 1134.2)"
ELIZABETH K KISER,"(1021.8, 721.09)"
ELIZABETH KEATING,"(800.62, 1171.5)"
ELIZABETH MAYNES,"(632.04, 966.92)"
ELIZABETH MILNE,"(921.61, 727.24)"
ELIZABETH MORRISON,"(1089.9, 949.98)"
ELIZABETH R ODDERS-WHITE,"(945.49, 1142.1)"
ELIZABETH R WEBB,"(739.07, 1123.3)"
ELLEN E MEADE,"(903.11, 804.25)"
ELLIS W TALLMAN,"(1050.3, 790.01)"
ELMAR B KOCH,"(1042.8, 746.38)"
ELMER STERKEN,"(1014.7, 844.37)"
ELROY DIMSON,"(998.59, 1125.3)"
ELVIS JARNECIC,"(885.67, 1373.3)"
ELYAS ELYASIANI,"(1074.5, 786.36)"
EMANUEL BARNEA,"(787.06, 816.37)"
EMANUELA CARDIA,"(1308.5, 966.53)"
EMESE LAZAR,"(1297.6, 1248.7)"
EMILIA BONACCORSI DI PATTI,"(947.75, 867.98)"
EMILIA CARULLI,"(819.63, 941.49)"
EMILIO FERNANDEZ-CORUGEDO,"(902.21, 718.61)"
EMIN DINLERSOZ,"(877.46, 1261.6)"
EMIR HRNJIC,"(884.06, 1240.9)"
EMMA RASIEL,"(911.74, 1176.0)"
EMMA ROTHSCHILD,"(743.03, 848.34)"
EMRE OZDENOREN,"(1175.7, 1202.5)"
ENGELBERT DOCKNER,"(1152.9, 869.03)"
ENRICA DETRAGIACHE,"(874.38, 891.01)"
ENRICO DE GIORGI,"(1284.2, 1067.6)"
ENRICO PEROTTI,"(925.69, 959.46)"
ENRIQUE SENTANA,"(847.01, 1071.4)"
ERCAN TIRTIROGLU,"(829.35, 796.22)"
ERIC A POWERS,"(951.51, 1178.2)"
ERIC ANDERSON,"(831.36, 1127.8)"
ERIC DE BODT,"(905.24, 1330.9)"
ERIC FALKENSTEIN,"(1197.8, 1084.8)"
ERIC FRENCH,"(1245.2, 893.88)"
ERIC GHYSELS,"(1038.4, 1097.0)"
ERIC GIRARDIN,"(1083.1, 1353.7)"
ERIC HELLAND,"(933.51, 1282.0)"
ERIC HUGHSON,"(920.73, 1115.9)"
ERIC J HIGGINS,"(866.51, 874.56)"
ERIC JACQUIER,"(1094.0, 1172.9)"
ERIC JOHNSON,"(785.03, 1196.8)"
ERIC M LEEPER,"(983.63, 778.26)"
ERIC MASKIN,"(767.42, 817.97)"
ERIC NEIS,"(1108.5, 1105.4)"
ERIC NOWAK,"(754.8, 961.23)"
ERIC RASMUSEN,"(794.56, 990.02)"
ERIC RASMUSSEN,"(888.22, 973.45)"
ERIC REINER,"(1220.1, 1153.5)"
ERIC RENAULT,"(1098.7, 1133.1)"
ERIC S ROSENGREN,"(924.74, 919.01)"
ERIC SCHALING,"(297.34, 2008.6)"
ERIC T SWANSON,"(820.63, 893.96)"
ERIC TALLEY,"(1217.2, 909.17)"
ERIC TOULEMONDE,"(1783.2, 150.0)"
ERIC VAN DEN STEEN,"(1176.7, 919.31)"
ERIC ZIVOT,"(1222.6, 1134.7)"
ERIK A HEITFIELD,"(1105.1, 821.87)"
ERIK BENRUD,"(1176.8, 1251.7)"
ERIK BERGLOF,"(1112.9, 938.59)"
ERIK DEVOS,"(840.19, 1259.3)"
ERIK HURST,"(1128.7, 930.63)"
ERIK KIEFEL,"(1009.9, 845.44)"
ERIK LIE,"(940.12, 1055.7)"
ERIK R SIRRI,"(950.88, 1082.8)"
ERIK SINI,"(792.12, 1005.5)"
ERIK STAFFORD,"(1061.7, 1097.7)"
ERIK THEISSEN,"(865.32, 1022.4)"
ERIN CROTTY,"(790.2, 1027.5)"
ERLEND W NIER,"(877.8, 703.57)"
ERLING STEIGUM,"(804.88, 819.69)"
ERNEST BIKTIMIROV,"(1115.7, 1257.3)"
ERNST HANSEN,"(1227.1, 1030.3)"
ERNST MAUG,"(972.31, 883.41)"
ERNST SCHAUMBURG,"(1163.0, 1225.7)"
ERNST-LUDWIG VON THADDEN,"(971.16, 946.39)"
ERWAN MORELLEC,"(1087.8, 993.03)"
ESA JOKIVUOLLE,"(1898.8, 1778.0)"
ESPEN MOEN,"(855.95, 953.85)"
ETIENNE FARVAQUE,"(992.18, 1366.7)"
EUGENE A PILOTTE,"(1346.9, 182.64)"
EUGENE F FAMA,"(989.07, 1064.0)"
EUGENE KANDEL,"(926.51, 1036.2)"
EUGENE WHITE,"(803.77, 890.61)"
EVA CATARINEU,"(767.65, 773.43)"
EVA LILJEBLOM,"(746.25, 1019.1)"
EVAN GATEV,"(1193.7, 882.03)"
EVAN KRAFT,"(1097.1, 783.18)"
EVAN W ANDERSON,"(1027.4, 1177.8)"
EVELYNE GUILLY,"(888.04, 594.91)"
EVREN ORS,"(777.01, 905.27)"
EVRIM AKDOGU,"(867.1, 1008.4)"
EYTAN SHESHINSKI,"(1259.8, 780.13)"
EZEQUIEL URIEL,"(847.31, 643.72)"
EZRA ZUCKERMAN,"(910.2, 991.75)"
F DOCQUIER,"(1037.7, 1363.6)"
F DOUGLAS FOSTER,"(1040.9, 1264.0)"
F HUART,"(1122.4, 1339.0)"
F PEREZ DE GRACIA,"(204.89, 1448.0)"
F VARGAS,"(855.94, 785.91)"
FABIO CANOVA,"(843.31, 804.09)"
FABIO MERCURIO,"(1239.0, 1312.2)"
FABIO PANETTA,"(850.79, 836.74)"
FABIO SCHIANTARELLI,"(1168.6, 1070.9)"
FABRIZIO CORICELLI,"(875.75, 813.54)"
FAHAD KHALIL,"(719.83, 764.8)"
FALLAW SOWELL,"(971.64, 1287.4)"
FAN YU,"(1102.7, 1152.2)"
FANG CAI,"(1107.4, 1229.6)"
FANG FENG,"(796.15, 1348.9)"
FANGJIAN FU,"(771.32, 1020.4)"
FANGRUO CHEN,"(1199.1, 1149.7)"
FANY DECLERCK,"(930.21, 1215.3)"
FARAH AMEEN,"(899.39, 803.29)"
FARIBORZ MOSHIRIAN,"(883.53, 869.94)"
FAROOQ MALIK,"(1113.7, 1325.0)"
FARROKH NOURZAD,"(970.37, 622.01)"
FARSHAD MASHAYEKHI,"(952.09, 1240.8)"
FATIH GUVENEN,"(1157.0, 1182.3)"
FAUCHIER PARTNERS,"(1079.4, 1184.8)"
FAUSTO PANUNZI,"(914.89, 982.74)"
FEDERICO CILIBERTO,"(770.36, 979.2)"
FEDERICO M BANDI,"(972.54, 1182.3)"
FEDERICO NARDARI,"(861.97, 1158.9)"
FEDERICO RAVENNA,"(719.99, 791.0)"
FEDERICO WEINSCHELBAUM,"(1034.4, 1387.3)"
FELDA HARDYMON,"(1085.6, 961.4)"
FELIPE L AGUERREVERE,"(1075.1, 1123.1)"
FELIPE ZURITA,"(1060.0, 1281.9)"
FELIX KUBLER,"(1228.1, 954.58)"
FELIX MESCHKE,"(1005.3, 1196.4)"
FELIX MUENNICH,"(724.84, 1032.2)"
FERNANDO ALVAREZ,"(947.01, 1278.5)"
FERNANDO APORTELA,"(742.32, 1082.6)"
FERNANDO GASCON,"(1306.5, 1537.4)"
FERNANDO MONTES-NEGRET,"(990.98, 796.82)"
FERNANDO PEREZ DE GRACIA HIDALGO,"(1764.7, 1233.0)"
FERNANDO RESTOY,"(836.11, 799.19)"
FERNANDO ZAPATERO,"(1049.9, 1015.6)"
FILIPPO ALTISSIMO,"(895.72, 806.68)"
FIONA TANG,"(1635.1, 694.31)"
FLORENCIO LOPEZ-DE-SILANES,"(896.3, 961.16)"
FLORENZ PLASSMAN,"(543.99, 987.77)"
FLORIAN HEIDER,"(973.45, 1189.5)"
FORREST STANLEY,"(1154.0, 808.14)"
FOSTER PROVOST,"(1347.2, 1104.0)"
FRANCES MILLIKEN,"(819.49, 1073.7)"
FRANCESCA BARIGOZZI,"(445.38, 1022.0)"
FRANCESCA CARRIERI,"(1139.5, 1123.2)"
FRANCESCA CORNELLI,"(943.75, 1049.7)"
FRANCESCO AUDRINO,"(1153.3, 1390.8)"
FRANCESCO CAFAGNA,"(812.38, 1121.0)"
FRANCESCO CESARINI,"(784.84, 925.64)"
FRANCESCO CORIELLI,"(1126.4, 1180.6)"
FRANCESCO GIAVAZZI,"(825.91, 897.15)"
FRANCESCO LIPPI,"(970.74, 762.86)"
FRANCESCO NUCCI,"(796.64, 928.45)"
FRANCINE LAFONTAINE,"(1151.4, 1018.7)"
FRANCIS A LONGSTAFF,"(1046.4, 1088.6)"
FRANCIS E WARNOCK,"(968.48, 934.0)"
FRANCIS X DIEBOLD,"(1076.9, 1009.0)"
FRANCISCO J GOMES,"(1022.6, 1053.7)"
FRANCISCO J RUGE-MURCIA,"(1179.4, 942.82)"
FRANCISCO M GONZALEZ,"(1239.9, 1580.7)"
FRANCISCO MAESO-FERNANDEZ,"(736.71, 821.64)"
FRANCISCO PEREZ,"(797.79, 667.13)"
FRANCISCO PEREZ-GONZALEZ,"(893.25, 826.83)"
FRANCK MORAUX,"(609.29, 1270.7)"
FRANCO WONG,"(1111.2, 1049.1)"
FRANCOIS DEGEORGE,"(1040.5, 1008.8)"
FRANCOIS DERRIEN,"(1056.2, 1103.8)"
FRANCOIS M LONGIN,"(2036.7, 18.0)"
FRANCOIS MARINI,"(519.83, 453.34)"
FRANCOISE FORGES,"(549.36, 524.18)"
FRANK A SCHMID,"(980.28, 809.19)"
FRANK C JEN,"(1237.9, 1289.0)"
FRANK DE JONG,"(941.22, 997.22)"
FRANK EASTERBROOK,"(981.84, 1188.4)"
FRANK FEHLE,"(901.58, 1138.6)"
FRANK FINN,"(870.45, 1113.4)"
FRANK HEINEMANN,"(884.97, 808.47)"
FRANK KLEIBERGEN,"(1303.4, 848.45)"
FRANK M HATHEWAY,"(854.45, 1097.4)"
FRANK MATHEWSON,"(699.13, 1164.3)"
FRANK PACKER,"(1010.1, 963.1)"
FRANK RYAN,"(975.32, 1158.6)"
FRANK S SKINNER,"(1108.6, 1396.2)"
FRANK SCHORFHEIDE,"(1116.7, 940.16)"
FRANK SEGER,"(989.42, 1386.8)"
FRANK SMETS,"(924.72, 808.0)"
FRANK STAFFORD,"(1131.1, 933.72)"
FRANK VERBOVEN,"(1041.6, 856.46)"
FRANKLIN ALLEN,"(974.82, 996.73)"
FRANS A DE ROON,"(998.52, 970.47)"
FRANZ PALM,"(1169.2, 1313.1)"
FRED FURLONG,"(1040.4, 867.91)"
FRED GRAHAM,"(1420.7, 975.87)"
FRED RUBIN,"(1001.1, 657.4)"
FREDERIC MARTEL,"(872.48, 1143.4)"
FREDERIC PALOMINO,"(1108.6, 910.49)"
FREDERIC S MISHKIN,"(959.25, 874.54)"
FREDERIK P SCHLINGEMANN,"(948.45, 1052.0)"
FROM OQIBO,"(1247.5, 1102.7)"
FROYSTEIN GJESDAL,"(757.54, 698.48)"
FULVIO ORTU,"(1207.7, 991.92)"
G ANDREW KAROLYI,"(959.33, 1032.4)"
G DAVID HAUSHALTER,"(894.86, 1012.5)"
G LANCIOTTI,"(767.17, 702.38)"
G PIGA,"(802.39, 794.9)"
G SCANAGATTA,"(1203.4, 827.31)"
G WILLIAM SCHWERT,"(979.37, 1065.8)"
GABRIEL G RAMIREZ,"(914.94, 978.36)"
GABRIEL JIMENEZ,"(930.13, 872.92)"
GABRIELLA CHIESA,"(735.28, 926.32)"
GADI BARLEVY,"(1085.6, 761.4)"
GADY JACOBY,"(634.91, 1033.3)"
GAELLE LE FOL,"(915.33, 1225.7)"
GAIL TRINER,"(892.67, 746.91)"
GAILEN L HITE,"(957.14, 1244.6)"
GARETT JONES,"(642.62, 888.47)"
GARLAND B DURHAM,"(1141.0, 1087.6)"
GARRETT QUIGLEY,"(1044.1, 1222.0)"
GARRY TWITE,"(890.31, 1193.0)"
GARY A PATTERSON,"(1094.6, 992.98)"
GARY B GORTON,"(1001.5, 1019.2)"
GARY BLEMASTER,"(765.48, 1085.8)"
GARY CHAMBERLAIN,"(1158.0, 1061.1)"
GARY EMERY,"(1131.5, 1002.9)"
GARY KOPPENHAVER,"(1092.6, 853.7)"
GARY L SHOESMITH,"(1248.0, 1018.7)"
GARY LAZARUS,"(666.53, 1051.1)"
GARY PALMER,"(1154.5, 860.07)"
GAUTAM GOSWAMI,"(833.44, 1172.5)"
GAUTAM GOWRISANKARAN,"(1151.2, 856.57)"
GAUTAM KAUL,"(1043.9, 1111.0)"
GAYANE HOVAKIMIAN,"(953.82, 993.39)"
GAYLE L DELONG,"(1000.9, 911.65)"
GAYLE R ERWIN,"(827.9, 930.12)"
GEERT BEKAERT,"(1018.5, 1018.0)"
GEIR HOIDAL BJONNES,"(927.74, 968.61)"
GENE AMROMIN,"(1008.8, 1244.9)"
GENE D'AVOLIO,"(930.43, 1019.0)"
GENEVIEVE GAUTHIER,"(1313.9, 1161.4)"
GENEVIVE VERDIER,"(1314.1, 668.87)"
GENNADY SAMORODNITSKY,"(1157.4, 825.46)"
GEOFF GERDES,"(989.86, 842.36)"
GEOFFREY A TATE,"(1045.1, 975.06)"
GEOFFREY H KINGSTON,"(1306.8, 1049.0)"
GEOFFREY HEAL,"(147.89, 446.64)"
GEOFFREY MB TOOTELL,"(891.79, 837.88)"
GEOFFREY POITRAS,"(966.17, 1412.2)"
GEOFFREY VERTER,"(1210.8, 1160.7)"
GEOFFREY WOOD,"(909.3, 810.88)"
GEORG GEBHARDT,"(706.03, 943.25)"
GEORG NOLDEKE,"(704.45, 949.18)"
GEORGE ALLAYANNIS,"(998.18, 1025.2)"
GEORGE ATHANASSAKOS,"(1292.4, 1063.5)"
GEORGE BAKER,"(847.85, 1124.8)"
GEORGE BITTLINGMAYER,"(846.88, 731.17)"
GEORGE BLAZENKO,"(637.13, 1145.3)"
GEORGE C CHACKO,"(1055.6, 1078.6)"
GEORGE EMIR MORGAN,"(296.8, 524.0)"
GEORGE G KAUFMAN,"(914.08, 927.71)"
GEORGE G PENNACCHI,"(930.9, 971.25)"
GEORGE HETTENHOUSE,"(1065.0, 1183.5)"
GEORGE J BENSTON,"(964.29, 971.9)"
GEORGE J JIANG,"(1250.8, 1089.4)"
GEORGE JABBOUR,"(955.83, 1351.2)"
GEORGE KANATAS,"(987.97, 1040.5)"
GEORGE KAPETANIOS,"(911.05, 1208.6)"
GEORGE KONARIS,"(1299.4, 841.18)"
GEORGE M CONSTANTINIDES,"(1051.2, 1129.3)"
GEORGE M KORNIOTIS,"(970.54, 1216.6)"
GEORGE M SHELDON,"(882.49, 785.54)"
GEORGE MARTIN,"(1047.6, 1223.5)"
GEORGE PLESKO,"(1139.0, 711.67)"
GEORGE RG CLARKE,"(974.15, 912.04)"
GEORGE S OLDFIELD,"(1060.6, 1158.9)"
GEORGE SELGIN,"(1090.0, 922.83)"
GEORGE SIMLER,"(806.3, 865.51)"
GEORGE SKIADOPOULOS,"(1134.3, 1126.2)"
GEORGE SOFIANOS,"(967.42, 1116.2)"
GEORGE TAUCHEN,"(1103.3, 1065.2)"
GEORGE TIAO,"(823.72, 1255.6)"
GEORGE W EVANS,"(1205.1, 907.64)"
GEORGE WANG,"(985.02, 1276.5)"
GEORGE WU,"(878.62, 1183.2)"
GEORGE Z LI,"(946.83, 1182.1)"
GEORGES DE MENIL,"(1151.9, 828.58)"
GEORGES DIONNE,"(1326.0, 1123.9)"
GEORGES HUBNER,"(1249.1, 1087.8)"
GEORGES TREPO,"(1001.7, 1180.2)"
GEORGINA BERMANN,"(667.1, 806.9)"
GERALD A HANWECK,"(894.77, 805.73)"
GERALD CORRIGAN,"(1075.8, 686.97)"
GERALD D GAY,"(726.46, 974.82)"
GERALD FELTHAM,"(1156.9, 984.36)"
GERALD P DWYER,"(1029.0, 901.31)"
GERALD T GARVEY,"(970.03, 1083.9)"
GERARD BYAM,"(1047.4, 843.49)"
GERARD CAPRIO,"(962.71, 927.92)"
GERARD GENNOTTE,"(1179.1, 1100.5)"
GERARD HOBERG,"(1114.1, 1196.0)"
GERARDO ZUNIGA-VILLASENOR,"(1081.5, 885.97)"
GERGANA JOSTOVA,"(1063.0, 1257.3)"
GERHARD ILLING,"(916.96, 795.06)"
GERRY SALEMBIER,"(740.75, 896.67)"
GERSHON N MANDELKER,"(917.97, 1201.7)"
GERTJAN VLIEGHE,"(1020.7, 832.2)"
GHWAN SHIN,"(834.9, 1011.4)"
GIACINTA CESTONE,"(858.85, 975.85)"
GIAN LUCA CLEMENTI,"(986.19, 1271.4)"
GIANCARLO CORSETTI,"(1232.4, 871.5)"
GIANCARLO SPAGNOLO,"(814.62, 886.36)"
GIANNI DE NICOLO,"(939.57, 912.47)"
GIDEON SAAR,"(940.15, 1074.1)"
GILAD LIVNE,"(1125.7, 970.51)"
GILLES BAUGEY,"(925.42, 587.06)"
GILLES CHEMLA,"(926.06, 987.42)"
GILLES HILARY,"(1138.1, 896.6)"
GIORA HANOCH,"(772.01, 832.21)"
GIORGIO BRUNELLO,"(690.71, 800.43)"
GIORGIO GOBBI,"(868.12, 798.81)"
GIORGIO P SZEGO,"(981.81, 879.06)"
GIORGIO VALENTE,"(849.6, 903.45)"
GIOVANNA NICODANO,"(776.94, 960.71)"
GIOVANNI BARONE-ADESI,"(1210.0, 1244.0)"
GIOVANNI CESPA,"(724.92, 1044.9)"
GIOVANNI DELL'ARICCIA,"(987.96, 938.65)"
GIOVANNI FAVARA,"(741.78, 814.57)"
GIOVANNI MAJNONI,"(904.77, 900.14)"
GIOVANNI PETRELLA,"(857.91, 945.0)"
GIOVANNI VERONESE,"(1296.8, 1042.1)"
GIUSEPPE BERTOLA,"(878.24, 765.31)"
GIUSEPPE MAROTTA,"(1298.8, 903.83)"
GLEN CHRISTENSEN,"(840.88, 1234.5)"
GLEN DONALDSON,"(1108.0, 1169.1)"
GLEN R WADDELL,"(198.4, 1096.0)"
GLEN TAKSLER,"(1090.6, 972.21)"
GLENN B CANNER,"(1152.4, 903.08)"
GLENN D RUDEBUSCH,"(965.58, 859.41)"
GLENN ELLISON,"(851.42, 879.89)"
GLENN HOGGARTH,"(833.49, 723.45)"
GLENN HUECKEL,"(926.85, 1690.0)"
GLENN OTTO,"(1383.1, 1140.3)"
GLENN W BOYLE,"(936.45, 918.36)"
GLORIA FUNG,"(1670.9, 658.74)"
GLORIA M SOTO,"(1089.3, 1349.7)"
GLYN PRICHARD,"(694.95, 1025.6)"
GOPAL K BASAK,"(1131.9, 1156.7)"
GORAN ROBERTSSON,"(936.08, 1131.3)"
GORDON CRAWFORD,"(1075.7, 628.05)"
GORDON DELIANEDIS,"(1137.4, 1091.6)"
GORDON GEMMILL,"(789.98, 1075.7)"
GORDON HANKA,"(1037.7, 1042.7)"
GORDON J ALEXANDER,"(1115.7, 1013.9)"
GORDON M PHILLIPS,"(973.23, 1047.2)"
GORDON S ROBERTS,"(743.43, 977.04)"
GORDON SICK,"(1232.7, 1140.1)"
GRACE POWNALL,"(1162.5, 1167.0)"
GRACIELA KAMINSKY,"(901.4, 1043.5)"
GRAEME A GUTHRIE,"(953.07, 916.47)"
GRAEME CAMP,"(785.0, 1143.2)"
GRANT FLEMING,"(720.07, 938.12)"
GRANT MCQUEEN,"(917.01, 1104.6)"
GREG GEISLER,"(1031.7, 1317.9)"
GREG HESS,"(1185.3, 797.51)"
GREG NIEHAUS,"(945.8, 1175.9)"
GREG SIERRA,"(845.67, 728.78)"
GREGG JARRELL,"(1204.7, 1161.3)"
GREGOR ANDRADE,"(851.18, 1019.3)"
GREGORY A WILLARD,"(1081.8, 1150.5)"
GREGORY B KADLEC,"(1024.4, 1129.7)"
GREGORY CHOW,"(1107.4, 932.03)"
GREGORY CONNOR,"(1072.3, 1149.1)"
GREGORY F UDELL,"(980.61, 941.98)"
GREGORY H BAUER,"(1056.8, 1176.1)"
GREGORY KOUTMOS,"(1232.1, 1101.8)"
GREGORY NORONHA,"(1108.5, 1253.4)"
GREGORY R DUFFEE,"(1082.7, 1012.3)"
GREGORY R DURHAM,"(939.24, 1147.0)"
GREGORY W BROWN,"(1008.6, 1023.4)"
GREGORY WAYMIRE,"(1182.7, 1109.0)"
GREGORY WILLETTE,"(1175.4, 1114.3)"
GRZEGORZ PAWLINA,"(1134.5, 851.31)"
GS MADDALA,"(873.87, 1107.6)"
GUERAM SARGSYAN,"(938.01, 1271.3)"
GUHAN SUBRAMANIAN,"(1194.1, 1017.4)"
GUIDO BOLLIGER,"(1050.2, 990.23)"
GUIDO FRIEBEL,"(852.11, 896.53)"
GUIDO IMBENS,"(1210.5, 1085.2)"
GUIDO LORENZONI,"(785.15, 1173.3)"
GUIDO TABELLINI,"(1234.1, 806.1)"
GUILLAUME CHEVILLON,"(1307.3, 856.59)"
GUILLAUME PLANTIN,"(804.84, 976.57)"
GUILLAUME ROCHETEAU,"(695.42, 990.1)"
GUILLERMO A CALVO,"(757.72, 944.19)"
GUILLERMO CARUANA,"(1023.3, 797.45)"
GUL GURKAN,"(1226.7, 855.69)"
GULCIN OZKAN,"(650.4, 1023.9)"
GULSER MERIC,"(929.98, 680.25)"
GUNTER FRANKE,"(885.82, 1147.6)"
GUNTER LOFFLER,"(1063.8, 948.73)"
GUNTER STROBL,"(1146.7, 862.73)"
GUNTHER WUYTS,"(1044.7, 857.4)"
GUOFU TAN,"(752.49, 919.91)"
GUOFU ZHOU,"(1031.3, 1130.6)"
GUOJUN WU,"(891.06, 1088.1)"
GUOLIN JIANG,"(1090.6, 961.94)"
GUR HUBERMAN,"(1090.7, 1003.7)"
GURDIP S BAKSHI,"(1046.2, 1073.7)"
GURUPDESH S PANDHER,"(1100.7, 1201.5)"
GUSTAVO DEL ANGEL-MOBARAK,"(1172.9, 820.19)"
GUSTAVO DEMARCO,"(814.55, 1300.0)"
GUSTAVO GRULLON,"(979.94, 1079.7)"
GUY MEREDITH,"(1080.3, 832.76)"
GUY SAIDENBERG,"(1255.5, 1089.9)"
GWANGHEON HONG,"(817.92, 1086.5)"
GWEN EUDEY,"(1559.5, 859.22)"
GWOHORNG LIAW,"(706.29, 1548.3)"
GYONGYI LORANTH,"(888.24, 956.18)"
GYORGY SZAPARY,"(1171.2, 716.92)"
