node,positions
M AMEZIANE LASFER,"(1116.7, 1019.1)"
M DEMARCHI,"(845.43, 1307.3)"
M HASHEM PESARAN,"(1243.5, 876.19)"
M KABIR HASSAN,"(877.15, 820.71)"
M MEGAN PARTCH,"(871.61, 1062.3)"
M SMIRLOCK,"(865.64, 1215.2)"
MACIEJ K DUDEK,"(987.43, 1281.6)"
MADHAV V RAJAN,"(1123.5, 1049.4)"
MAGDA BIANCO,"(864.94, 832.96)"
MAGNUS ANDERSSON,"(698.6, 994.31)"
MAGNUS DAHLQUIST,"(948.65, 1111.4)"
MAGNUS LOMAKKA,"(697.58, 1005.3)"
MAHENDRARAJAH NIMALENDRAN,"(929.73, 960.65)"
MAHESH D PRITAMANI,"(1035.0, 1254.8)"
MAI ISKANDAR-DATTA,"(908.4, 989.63)"
MAJORIE FLAVIN,"(637.63, 904.15)"
MALCOLM P BAKER,"(991.62, 1054.3)"
MALENE S JENSEN,"(1324.2, 861.44)"
MANJU PURI,"(948.67, 967.53)"
MANMOHAN SINGH,"(566.26, 955.15)"
MANOHAR SINGH,"(601.2, 814.78)"
MANOLIS G KAVUSSANOS,"(1969.5, 1612.6)"
MANUEL AMADOR,"(1023.9, 1244.6)"
MANUEL AMMANN,"(1572.9, 1446.9)"
MANUEL SANTOS,"(828.75, 1210.1)"
MANUEL TRAJTENBERG,"(760.09, 1028.0)"
MANZOOR GILL,"(569.12, 937.92)"
MAOSEN ZHONG,"(745.71, 1081.3)"
MARA FACCIO,"(922.3, 1000.9)"
MARC BERTONECHE,"(926.31, 1159.5)"
MARC JK DE CEUSTER,"(1094.6, 299.93)"
MARC L LIPSON,"(922.52, 1081.7)"
MARC P GIANNONI,"(1059.1, 802.35)"
MARC R FLANDREAU,"(1287.0, 1247.7)"
MARC R SAIDENBERG,"(1033.3, 768.36)"
MARC RYSER,"(930.47, 956.52)"
MARC RYSMAN,"(832.23, 1226.8)"
MARC WEINBERGER,"(1092.2, 754.2)"
MARC WILLINGER,"(1070.5, 622.39)"
MARC WINDFUHR,"(1306.8, 1084.7)"
MARC ZENNER,"(999.96, 973.83)"
MARCEL FRATZSCHER,"(864.06, 860.78)"
MARCEL KAHAN,"(884.81, 970.58)"
MARCEL RINDISBACHER,"(1112.0, 1119.8)"
MARCELLO BIANCHI,"(707.18, 778.81)"
MARCELLO MINENNA,"(125.99, 634.0)"
MARCELO PINHEIRO,"(899.06, 1197.8)"
MARCIA MILLON CORNETT,"(902.78, 959.26)"
MARCIN KACPERCZYK,"(1015.3, 1113.0)"
MARCIO I NAKANE,"(1010.6, 822.34)"
MARCO A ESPINOSA-VEGA,"(1010.8, 916.41)"
MARCO AVELLANEDA,"(933.2, 1264.0)"
MARCO BECHT,"(799.93, 1059.1)"
MARCO BONOMO,"(261.14, 820.64)"
MARCO CELENTANI,"(804.71, 1017.3)"
MARCO DA RIN,"(1066.8, 788.87)"
MARCO HAAN,"(1852.3, 491.32)"
MARCO OTTAVIANI,"(759.53, 1121.3)"
MARCO PAGANO,"(935.23, 934.65)"
MARCO POLENGHI,"(1054.8, 784.08)"
MARCO RUMMER,"(766.33, 933.23)"
MARCO SORGE,"(1056.5, 884.75)"
MAREK MUSIELA,"(1212.3, 1168.7)"
MARGARET BRAY,"(891.17, 940.95)"
MARGARET FORSTER,"(869.11, 1197.0)"
MARGARET MCMILLAN,"(773.47, 943.89)"
MARGARET MEYER,"(856.0, 1234.9)"
MARGARET REED,"(1204.9, 1149.0)"
MARGARET ZIURYS CLARKE,"(921.75, 792.78)"
MARGARITA SAMARTIN,"(723.6, 1123.9)"
MARIA CARKOVIC,"(873.38, 916.48)"
MARIA F PENAS,"(1025.4, 916.02)"
MARIA GONZALEZ,"(1165.3, 1158.9)"
MARIA GUTIERREZ,"(804.03, 1025.6)"
MARIA RUBIO-MISAS,"(1267.6, 892.2)"
MARIA SOLEDAD MARTINEZ PERIA,"(979.99, 903.25)"
MARIA VASSALOU,"(1029.9, 1050.3)"
MARIAN TURAC,"(1173.2, 1095.1)"
MARIANNE BITLER,"(1039.2, 1018.0)"
MARIANNE NESSEN,"(844.12, 816.68)"
MARIASSUNTA GIANNETTI,"(948.71, 887.51)"
MARIE E SUSHKA,"(668.21, 966.52)"
MARIE-PAULE LAURENT,"(1120.7, 690.21)"
MARILOU UY,"(994.85, 733.26)"
MARILYNE TOLLE,"(934.1, 700.55)"
MARINA MURPHY,"(973.41, 1210.9)"
MARIO ANOLLI,"(781.79, 931.55)"
MARIO FORNI,"(1294.4, 974.48)"
MARIO LAMBERTE,"(657.87, 647.91)"
MARIO PADULA,"(902.67, 910.01)"
MARIO REYES,"(1285.5, 1218.2)"
MARIOS A PANAYIDES,"(983.24, 1292.2)"
MARK A CHEN,"(1035.7, 990.85)"
MARK A HOOKER,"(963.6, 739.77)"
MARK A PETERSON,"(860.29, 1062.6)"
MARK A TROMBLEY,"(1325.2, 1187.8)"
MARK AGUIAR,"(1178.1, 993.62)"
MARK B SHACKLETON,"(1182.7, 955.47)"
MARK BAYLESS,"(1091.3, 2030.6)"
MARK BERGEN,"(882.01, 758.53)"
MARK BERLINER,"(866.72, 1039.2)"
MARK BILS,"(889.34, 1311.0)"
MARK BRITTEN-JONES,"(1148.7, 1088.2)"
MARK BROADIE,"(1168.1, 1131.2)"
MARK CAREY,"(980.43, 902.4)"
MARK D VAUGHAN,"(897.31, 870.91)"
MARK D WALKER,"(1109.5, 1258.0)"
MARK E WOHAR,"(1246.0, 1003.8)"
MARK EDWARDS,"(953.91, 1193.7)"
MARK FERGUSON,"(1148.5, 912.53)"
MARK FISHER,"(1079.6, 1231.8)"
MARK GERTLER,"(1102.2, 878.65)"
MARK GRINBLATT,"(1008.9, 1075.7)"
MARK GURLIACCI,"(787.44, 1093.8)"
MARK H LANG,"(953.65, 1134.1)"
MARK HELMANTEL,"(1121.0, 1054.8)"
MARK HULBERT,"(902.06, 1191.4)"
MARK J FLANNERY,"(975.88, 954.2)"
MARK J GARMAISE,"(1029.3, 1035.0)"
MARK J KAMSTRA,"(972.72, 1319.6)"
MARK J READY,"(918.04, 1217.1)"
MARK J ROE,"(926.72, 970.89)"
MARK KRITZMAN,"(1103.7, 1209.7)"
MARK LEVONIAN,"(1124.9, 840.08)"
MARK LOEWENSTEIN,"(1092.7, 1100.6)"
MARK M CARHART,"(1163.2, 1201.6)"
MARK M SPIEGEL,"(894.6, 803.36)"
MARK M WESTERFIELD,"(1188.6, 940.64)"
MARK MITCHELL,"(1051.6, 1013.8)"
MARK P TAYLOR,"(1094.2, 1239.8)"
MARK PAINTING,"(809.87, 1114.6)"
MARK R HUSON,"(840.36, 1069.4)"
MARK RUBINSTEIN,"(917.47, 1043.4)"
MARK S KLOCK,"(1015.4, 1351.4)"
MARK S SEASHOLES,"(932.65, 1015.8)"
MARK SCHROEDER,"(978.69, 1232.6)"
MARK SHENKMAN,"(1181.7, 1145.7)"
MARK SNIDERMAN,"(1107.3, 797.55)"
MARK T LEARY,"(928.68, 1067.3)"
MARK T LEUNG,"(711.99, 1598.3)"
MARK TARANTO,"(1010.0, 1217.7)"
MARK TREDE,"(1399.2, 828.59)"
MARK URWIN,"(1099.6, 775.06)"
MARK V SIEGLER,"(1019.2, 796.27)"
MARK VARGUS,"(1073.8, 1353.3)"
MARK W WATSON,"(1188.1, 1002.6)"
MARK WAHRENBURG,"(1230.1, 935.39)"
MARK WEST,"(729.19, 1163.6)"
MARKKU MALKAMAKI,"(888.04, 910.86)"
MARKUS K BRUNNERMEIER,"(1019.8, 1056.9)"
MARKUS LEIPPOLD,"(1250.4, 907.28)"
MARKUS M MOBIUS,"(1233.3, 1091.1)"
MARKUS NOTH,"(1224.8, 923.9)"
MARLIESE UHRIG-HOMBURG,"(1192.6, 1031.0)"
MARSHA COURCHANE,"(1055.5, 763.41)"
MARSHALL E BLUME,"(1052.6, 1202.2)"
MARTI G SUBRAHMANYAM,"(1094.1, 1024.5)"
MARTIEN LUBBERINK,"(783.26, 1142.4)"
MARTIJN VAN DEN ASSEM,"(823.26, 1312.5)"
MARTIJN VAN DER VOORT,"(605.11, 1015.5)"
MARTIJN VAN DIJCK,"(1054.5, 861.52)"
MARTIN BARDENHEWER,"(1308.0, 1075.7)"
MARTIN BOILEAU,"(837.47, 1255.9)"
MARTIN BOYER,"(1133.0, 790.66)"
MARTIN BROWNING,"(792.51, 990.18)"
MARTIN C JANSSEN,"(1270.1, 962.83)"
MARTIN DIERKER,"(818.14, 1063.7)"
MARTIN DUFWENBERG,"(1854.7, 1365.4)"
MARTIN E RUCKES,"(949.67, 976.53)"
MARTIN EICHENBAUM,"(1014.6, 802.45)"
MARTIN F GRACE,"(1204.4, 890.79)"
MARTIN F HELLWIG,"(890.42, 952.85)"
MARTIN FRIDSON,"(1195.2, 1110.2)"
MARTIN GONZALES EIRAS,"(1159.9, 1221.2)"
MARTIN HOLMEN,"(936.27, 1002.4)"
MARTIN J GRUBER,"(1099.6, 1025.7)"
MARTIN JACOBSEN,"(1157.6, 1070.1)"
MARTIN LALLY,"(795.52, 1238.9)"
MARTIN LETTAU,"(1060.2, 1001.8)"
MARTIN MARTENS,"(1249.4, 1073.0)"
MARTIN MATYTSIN,"(1217.1, 1160.0)"
MARTIN SCHNEIDER,"(1150.0, 1140.0)"
MARTIN SOMMER,"(994.38, 683.6)"
MARTIN SPECHLER,"(747.32, 861.72)"
MARTIN SUMMER,"(1161.9, 876.5)"
MARTIN URIBE,"(1132.5, 777.35)"
MARTIN WEBER,"(1064.8, 938.32)"
MARTIN WIDDICKS,"(1186.6, 1179.8)"
MARVIN S GOODFRIEND,"(849.25, 885.22)"
MARY DALY,"(846.89, 842.23)"
MARY ELLEN CARTER,"(1127.8, 1008.5)"
MARY M BANGE,"(922.77, 1172.7)"
MARY M SHIRLEY,"(944.03, 761.68)"
MARY MACDONALD,"(667.5, 1060.2)"
MARY MARGARET FRANK,"(989.08, 1211.3)"
MARY SHIRLEY,"(993.22, 889.4)"
MARYBETH LEWIS,"(996.48, 1229.5)"
MASA AOKI,"(759.72, 1057.2)"
MASAAKI KIJIMA,"(143.91, 1360.0)"
MASAAKI SHIRAKAWA,"(1264.3, 1058.2)"
MASAKO UEDA,"(900.71, 973.45)"
MASANORI ONO,"(1252.3, 778.65)"
MASAO OGAKI,"(1216.5, 1173.9)"
MASARU KONISHI,"(1686.6, 1029.3)"
MASATO HIROTA,"(952.91, 1217.1)"
MASON GERETY,"(950.96, 1296.3)"
MASSIMO GUILIODORI,"(1291.3, 827.17)"
MASSIMO MASSA,"(1003.9, 1108.4)"
MASSIMO ROSTAGNO,"(1093.2, 858.27)"
MASSOUD HEIDARI,"(1110.8, 1259.5)"
MATHIAS DEWATRIPONT,"(853.3, 991.72)"
MATHIAS SCHMIT,"(965.24, 767.58)"
MATIAS BRAUN,"(1058.7, 967.47)"
MATT KLAEFFLING,"(1202.9, 1037.9)"
MATTHEW D SHAPIRO,"(1083.7, 822.23)"
MATTHEW ELLMAN,"(735.01, 982.97)"
MATTHEW G PRITSKER,"(1258.5, 1099.6)"
MATTHEW J CLAYTON,"(894.29, 1161.1)"
MATTHEW MERDES,"(475.55, 1690.0)"
MATTHEW PRITSKER,"(1043.3, 1018.0)"
MATTHEW R MOREY,"(2101.4, 304.0)"
MATTHEW RHODES-KROPF,"(969.29, 1066.9)"
MATTHEW RICHARDSON,"(1031.2, 1060.3)"
MATTHEW SPIEGEL,"(1000.2, 1018.9)"
MATTHEW T BILLETT,"(960.58, 1015.9)"
MATTHIAS DORRZAPF,"(583.39, 1224.8)"
MATTHIAS KAHL,"(1077.0, 1082.0)"
MATTHIAS MESSNER,"(1119.4, 782.47)"
MATTI KELOHARJU,"(920.31, 1042.5)"
MATTI SUOMINEN,"(1020.9, 944.04)"
MATTIAS NILSSON,"(951.02, 982.99)"
MAUREEN O'HARA,"(975.08, 1054.9)"
MAURICE BUN,"(1246.3, 768.27)"
MAURICE EWING,"(1147.3, 949.06)"
MAURICIO RODRIGUEZ,"(1012.6, 1321.0)"
MAURIZIO ZANARDI,"(999.99, 535.98)"
MAX MOROZ,"(1144.1, 1164.5)"
MAXIMILIAN JB HALL,"(434.64, 94.639)"
MAY KHAMIS,"(1052.6, 729.87)"
MCKINLEY BLACKBURN,"(894.01, 1378.1)"
MEGHANA AYYAGARI,"(1153.9, 1153.1)"
MEIJUN QIAN,"(1029.9, 953.51)"
MEIR STATMAN,"(699.56, 1119.3)"
MEL O'CONNOR,"(980.86, 1322.7)"
MELANIE CAO,"(980.75, 1209.3)"
MELANIE MILO,"(1370.9, 763.14)"
MELISSA B FRYE,"(870.21, 1282.1)"
MELVIN JAMESON,"(839.22, 542.94)"
MELVYN TEO,"(1045.1, 1032.0)"
MENACHEM BRENNER,"(1105.5, 997.73)"
MENZIE D CHINN,"(644.35, 1338.0)"
MERIH SEVILIR,"(1172.6, 1028.2)"
MERLE ERICKSON,"(878.0, 1163.7)"
MERRITT FOX,"(724.13, 1152.5)"
MHUMAYUN KABIR,"(784.37, 742.67)"
MI LUO,"(977.53, 1223.8)"
MICAH S OFFICER,"(1064.7, 1078.6)"
MICHAEL A GOLDSTEIN,"(910.89, 1180.2)"
MICHAEL A MAZZEO,"(912.3, 1173.7)"
MICHAEL A SULLIVAN,"(1017.2, 1303.2)"
MICHAEL AH DEMPSTER,"(800.99, 1033.4)"
MICHAEL B CLEMENT,"(1209.3, 710.64)"
MICHAEL B DEVEREUX,"(879.19, 160.64)"
MICHAEL B GORDY,"(1068.1, 912.22)"
MICHAEL B MIKHAIL,"(1025.1, 1087.9)"
MICHAEL BOLDIN,"(1159.3, 745.57)"
MICHAEL C DAVIS,"(820.95, 871.76)"
MICHAEL C JENSEN,"(901.99, 993.01)"
MICHAEL CHRISTENSEN,"(1334.5, 886.24)"
MICHAEL D BORDO,"(893.92, 842.09)"
MICHAEL D BRADLEY,"(896.71, 1070.2)"
MICHAEL D RYNGAERT,"(972.9, 960.12)"
MICHAEL DOTSEY,"(1222.2, 860.7)"
MICHAEL E FUERST,"(827.05, 995.8)"
MICHAEL EDLESON,"(762.18, 1228.3)"
MICHAEL EHRMANN,"(870.89, 860.43)"
MICHAEL F FERGUSON,"(1065.1, 1014.3)"
MICHAEL F GALLMEYER,"(1010.9, 1202.6)"
MICHAEL FAULKENDER,"(1065.8, 1005.9)"
MICHAEL FIRTH,"(445.12, 1448.0)"
MICHAEL FRATANTONI,"(1132.1, 751.48)"
MICHAEL FRUSCIONE,"(750.43, 999.82)"
MICHAEL FUCHS,"(1034.3, 837.8)"
MICHAEL G FERRI,"(813.4, 1155.1)"
MICHAEL G HERTZEL,"(955.42, 1151.3)"
MICHAEL GOMBOLA,"(737.14, 1116.9)"
MICHAEL GORT,"(1263.7, 997.92)"
MICHAEL HALIASSOS,"(1158.1, 1113.7)"
MICHAEL HALLING,"(1104.6, 828.07)"
MICHAEL HANSON,"(1269.2, 937.05)"
MICHAEL J AITKEN,"(1253.1, 937.7)"
MICHAEL J ALDERSON,"(954.03, 1320.1)"
MICHAEL J BARCLAY,"(936.83, 1114.1)"
MICHAEL J BRENNAN,"(1038.7, 1068.8)"
MICHAEL J COOPER,"(1000.9, 1072.5)"
MICHAEL J DUEKER,"(1230.5, 966.64)"
MICHAEL J FISHMAN,"(1005.5, 976.24)"
MICHAEL J FLEMING,"(1004.0, 1144.6)"
MICHAEL J MOORE,"(618.25, 882.65)"
MICHAEL J REBELLO,"(1137.1, 931.43)"
MICHAEL J SCHILL,"(969.2, 1036.7)"
MICHAEL J SULLIVAN,"(787.53, 651.57)"
MICHAEL KALKBRENER,"(1388.4, 1964.6)"
MICHAEL KATZ,"(1003.8, 1188.4)"
MICHAEL KLAUSNER,"(1267.8, 1073.3)"
MICHAEL KOLLO,"(844.92, 1150.1)"
MICHAEL KREMER,"(1016.3, 944.95)"
MICHAEL L HEMLER,"(988.64, 1163.2)"
MICHAEL L LEMMON,"(990.15, 1094.1)"
MICHAEL L SMITH,"(860.77, 1030.1)"
MICHAEL LACOUR-LITTLE,"(1169.1, 844.81)"
MICHAEL LIPKIN,"(945.51, 1266.6)"
MICHAEL M HUTCHISON,"(664.07, 1228.2)"
MICHAEL M KNETTER,"(841.49, 1224.6)"
MICHAEL MAGILL,"(1277.6, 971.39)"
MICHAEL MANOVE,"(817.32, 907.22)"
MICHAEL MORRI,"(907.04, 995.67)"
MICHAEL MOSES,"(1052.7, 994.59)"
MICHAEL PAKOS,"(1033.1, 1182.8)"
MICHAEL PALUMBO,"(1091.8, 705.09)"
MICHAEL PIORE,"(1147.9, 899.31)"
MICHAEL R ROBERTS,"(957.85, 1082.6)"
MICHAEL R WICKENS,"(645.5, 963.06)"
MICHAEL RAITH,"(1158.0, 1106.8)"
MICHAEL RASHES,"(1048.4, 1141.3)"
MICHAEL RIORDAN,"(932.37, 1196.0)"
MICHAEL ROBINSON,"(645.56, 1167.8)"
MICHAEL ROCKINGER,"(1107.4, 1195.0)"
MICHAEL ROSS,"(668.03, 1129.8)"
MICHAEL S CICHELLO,"(810.88, 1071.8)"
MICHAEL S GIBSON,"(1073.7, 889.62)"
MICHAEL S HAIGH,"(289.25, 1928.4)"
MICHAEL S JOHANNES,"(1087.6, 1127.6)"
MICHAEL S LONG,"(820.19, 1089.0)"
MICHAEL S PAGANO,"(1026.8, 978.8)"
MICHAEL S PIWOWAR,"(945.95, 1186.1)"
MICHAEL S ROZEFF,"(945.91, 1180.3)"
MICHAEL S WEISBACH,"(951.56, 1058.7)"
MICHAEL SCHWARZ,"(1057.9, 1247.4)"
MICHAEL SHIH,"(1174.5, 898.19)"
MICHAEL STEGEMOLLER,"(861.65, 1023.1)"
MICHAEL STUTZER,"(1112.7, 1063.2)"
MICHAEL T CLIFF,"(1000.0, 1095.5)"
MICHAEL T KILEY,"(1012.9, 689.86)"
MICHAEL T MELVIN,"(1306.7, 1073.5)"
MICHAEL ULM,"(747.78, 1065.0)"
MICHAEL VETSUYPENS,"(812.11, 1024.8)"
MICHAEL W BRANDT,"(1043.0, 1052.3)"
MICHAEL W MCCRACKEN,"(1222.3, 984.43)"
MICHAEL WHINSTON,"(1000.3, 926.64)"
MICHAEL WOODFORD,"(1038.0, 818.88)"
MICHALIS IOANNIDES,"(1073.2, 1311.4)"
MICHEL A HABIB,"(901.37, 1083.3)"
MICHEL A ROBE,"(938.87, 1049.1)"
MICHEL AGLIETTA,"(863.48, 824.13)"
MICHEL BEINE,"(1062.5, 1247.9)"
MICHEL DIETSCH,"(956.46, 672.57)"
MICHEL DUBOIS,"(772.59, 1160.1)"
MICHEL LEVASSEUR,"(786.49, 1187.3)"
MICHEL M DACOROGNA,"(1898.9, 1470.0)"
MICHELA VECCHI,"(744.03, 797.2)"
MICHELE FRATIANNI,"(881.99, 810.02)"
MICHELE GAMBERA,"(899.56, 768.54)"
MICHELLE HANLON,"(948.18, 1208.0)"
MICHELLE HAYNES,"(648.07, 873.52)"
MICHELLE LEE,"(1147.3, 1119.3)"
MICHELLE LOWRY,"(998.37, 1053.9)"
MICHIHARU NAGATA,"(926.84, 1238.4)"
MIGUEL A FERREIRA,"(1133.5, 1026.0)"
MIGUEL A GARCIA-CESTONA,"(951.27, 734.31)"
MIGUEL CANTILLO,"(776.45, 1074.4)"
MIGUEL MOLICO,"(1552.6, 834.02)"
MIGUEL VILLAS-BOAS,"(821.83, 1323.2)"
MIHIR A DESAI,"(902.69, 1038.0)"
MIHIR BHATTACHARYA,"(927.94, 1269.6)"
MIIKKA TAUREN,"(1309.1, 1065.8)"
MIKAEL APEL,"(787.63, 748.87)"
MIKAEL HOVMOLLER,"(606.53, 1092.9)"
MIKE ALBA,"(692.02, 618.34)"
MIKE BURKART,"(936.18, 975.63)"
MIKE LUBRANO,"(756.06, 949.58)"
MIKE MALONEY,"(1183.8, 1033.0)"
MIKE MOHR,"(957.47, 848.2)"
MIKE MOLESKY,"(1205.8, 795.07)"
MIKE PINEGAR,"(1226.8, 983.91)"
MIKE YANG,"(1258.8, 1027.5)"
MIKEL TAPIA,"(1186.8, 1844.0)"
MIKHAIL CHERNOV,"(1120.6, 1182.9)"
MIKKEL SVENSTRUP,"(1211.4, 868.64)"
MILA GETMANSKY,"(995.07, 1169.3)"
MILES LIVINGSTON,"(1181.4, 908.39)"
MILIND M SHRIKHANDE,"(1146.3, 1109.1)"
MILTON FRIEDMAN,"(977.56, 684.08)"
MILTON HARRIS,"(1069.2, 1256.7)"
MIN YU,"(740.93, 1080.8)"
MIN-TEH YU,"(907.22, 1306.9)"
MINDER CHENG,"(790.66, 1105.9)"
MING CHIEN LO,"(1214.6, 920.63)"
MING DONG,"(966.43, 1100.4)"
MING FANG,"(1021.3, 1239.5)"
MING HUANG,"(1079.9, 1075.3)"
MING LIU,"(1221.5, 969.57)"
MINGSHENG LI,"(803.78, 1220.4)"
MINQIANG LI,"(1091.8, 1165.0)"
MIRANDA LAM DETZLER,"(803.3, 1108.1)"
MIRELA PREDESCU,"(1206.3, 1078.0)"
MISA TANAKA,"(676.39, 1026.9)"
MIT MEHTA,"(881.89, 1193.2)"
MITCH DRUCKER,"(1176.3, 927.04)"
MITCHELL A PETERSEN,"(974.56, 964.3)"
MITCHELL BERLIN,"(957.48, 914.76)"
MITCHELL CRAIG WARACHKA,"(1060.9, 1133.6)"
MITCHELL STEPHENS,"(1209.1, 1018.3)"
MITZ IGARASHI,"(1136.2, 1173.6)"
MOHAMED A AYADI,"(952.1, 1233.1)"
MOHSEN M SAAD,"(1086.0, 998.06)"
MOISA ALTER,"(970.3, 788.44)"
MOISES SCHWARTZ,"(1139.8, 663.12)"
MONICA PAIELLA,"(952.06, 1199.6)"
MONIKA PIAZZESI,"(1093.0, 1070.4)"
MORDECAI KURZ,"(1284.7, 1027.4)"
MORRIS DANIELSON,"(944.08, 723.6)"
MOSHE A MILEVSKY,"(778.65, 1189.2)"
MOSHE BAREKET,"(975.11, 1261.9)"
MOSHE KIM,"(865.05, 908.92)"
MOSHE LEVY,"(889.04, 1163.5)"
MOTOHIRO SATO,"(846.94, 1176.2)"
MOTOHIRO YOGO,"(1190.9, 1061.6)"
MOTOTSUGU SHINTANI,"(1226.2, 884.59)"
MP NARAYANAN,"(895.55, 1007.0)"
MUKARRAM ATTARI,"(1102.6, 1093.0)"
MUKHTAR ALI,"(841.76, 1193.8)"
MURAD TAQQU,"(1229.5, 1129.3)"
MURALI JAGANNATHAN,"(840.66, 1117.0)"
MURAT AYDOGDU,"(789.28, 1097.8)"
MURILLO CAMPELLO,"(955.94, 1044.5)"
MURRAY CARLSON,"(973.94, 1062.0)"
MURRAY Z FRANK,"(927.23, 1052.3)"
MUSTAFA CAGLAYAN,"(1292.2, 947.8)"
MYRNA AUSTRIA,"(790.09, 560.64)"
MYRON B SLOVIN,"(1174.8, 881.41)"
MYRON L KWAST,"(954.65, 875.23)"
MYRON S SCHOLES,"(1062.5, 1265.7)"
N GREGORY MANKIW,"(1129.8, 1122.3)"
N HATCH,"(742.46, 813.56)"
N ROUILLE,"(761.2, 791.62)"
NADIA MASSOUD,"(1000.4, 885.07)"
NAERCIO MENEZES-FILHO,"(1101.3, 724.89)"
NAGESH MURTHY,"(1260.4, 1176.2)"
NAGPURNANAND R PRABHALA,"(1008.3, 1006.8)"
NAI-FU CHEN,"(1197.7, 1247.0)"
NALINAKSHA BHATTACHARYYA,"(814.16, 1245.6)"
NANCY BEAULIEU,"(753.36, 1211.5)"
NANCY E WALLACE,"(1107.7, 1043.7)"
NANCY L STOKEY,"(1177.8, 1129.8)"
NANCY R JAY,"(1162.5, 2020.0)"
NANDA K RANGAN,"(1057.6, 959.61)"
NANDINI GUPTA,"(886.94, 917.93)"
NARA MILANICH,"(872.55, 780.3)"
NARASIMHAN JEGADEESH,"(999.81, 1063.1)"
NARAT CHARUPAT,"(1135.6, 1277.4)"
NARAYAN Y NAIK,"(1017.1, 1066.4)"
NARAYANA R KOCHERLAKOTA,"(1251.9, 1070.3)"
NARAYANAN JAYARAMAN,"(1075.2, 1060.1)"
NARAYANAN VAGHUL,"(1110.4, 945.37)"
NARAYANASWAMY BALAKRISHNAN,"(695.04, 270.64)"
NARJESS BOUBAKRI,"(1013.1, 889.05)"
NATASHA BURNS,"(1105.8, 1200.5)"
NATE NEWLIN,"(1198.3, 1190.8)"
NATHALIE MOYEN,"(903.06, 1100.3)"
NATHALIE ROSSIENSKY,"(839.74, 1113.5)"
NATHAN H MILLER,"(984.07, 942.37)"
NATHAN SOSNER,"(831.31, 1133.7)"
NATHAN V STUART,"(726.71, 908.88)"
NATHANIEL O'CONNOR,"(1262.0, 1045.6)"
NAVEEN D DANIEL,"(1028.0, 1233.7)"
NAVEEN KHANNA,"(954.13, 1095.9)"
NAVNEET ARORA,"(984.14, 1262.6)"
NEAL GALPIN,"(853.45, 1031.3)"
NEAL M STOUGHTON,"(863.3, 1054.6)"
NED ELTON,"(940.03, 1029.2)"
NED GRAMLICH,"(1263.3, 919.66)"
NED PRESCOTT,"(871.1, 1044.2)"
NEIL BRISLEY,"(1322.9, 1047.6)"
NEIL D PEARSON,"(965.85, 1127.6)"
NEIL SHEPHARD,"(1095.8, 1205.3)"
NELLIE LIANG,"(1205.1, 896.29)"
NEMMARA K CHIDAMBARAN,"(999.83, 1029.3)"
NENG WANG,"(964.12, 1081.2)"
NENGJIU JU,"(1098.0, 1179.3)"
NESLIHAN OZKAN,"(1093.2, 884.01)"
NGHIA NGUYEN,"(944.69, 858.72)"
NIAMH SHERIDAN,"(1167.0, 750.46)"
NICHOLAS C BARBERIS,"(990.3, 1034.4)"
NICHOLAS G POLSON,"(1149.5, 1105.5)"
NICHOLAS S SOULELES,"(1066.7, 1046.2)"
NICHOLAS TAYLOR,"(704.72, 856.83)"
NICHOLAS WILSON,"(338.48, 260.0)"
NICK CREW,"(1041.5, 1200.8)"
NICK DOPUCH,"(881.48, 1224.3)"
NICK HOPE,"(1086.5, 1223.7)"
NICKI S RASMUSSEN,"(1293.9, 807.1)"
NICO VAN DER SAR,"(1322.7, 973.87)"
NICOLA CETORELLI,"(926.7, 883.95)"
NICOLA PERSICO,"(1067.0, 1382.4)"
NICOLAE B GARLEANU,"(1069.5, 1056.0)"
NICOLAS CLERC,"(1243.1, 1120.6)"
NICOLAS DUFOURCQ,"(1111.0, 1122.0)"
NICOLAS LEMETTRE,"(997.73, 582.47)"
NICOLAS MOUGEOT,"(1163.6, 1108.3)"
NICOLAS PB BOLLEN,"(1020.4, 1157.7)"
NICOLE MAESTAS,"(1139.1, 1067.9)"
NICOLETTA BATINI,"(659.51, 633.08)"
NIELS HERMES,"(1110.5, 745.55)"
NIGEL CHALK,"(799.05, 911.91)"
NIKLAS NORDMAN,"(602.9, 1069.4)"
NIKOLA TARASHEV,"(1144.9, 1113.1)"
NIKOLA ZIKATANOV,"(756.43, 1144.5)"
NIKOLAOS PANIGIRTZOGLOU,"(1136.5, 1069.8)"
NIKUNJ KAPADIA,"(1044.9, 1075.0)"
NILS GOTTFRIES,"(697.92, 709.2)"
NILS HAKANSSON,"(970.49, 1310.9)"
NILSS OLEKALNS,"(1398.8, 1019.2)"
NISAN LANGBERG,"(740.29, 1084.9)"
NISSAN LIVIATAN,"(705.35, 1052.9)"
NITTAI K BERGMAN,"(1155.2, 1055.4)"
NIZAR TOUZI,"(1136.5, 1248.9)"
NOAM WASSERMAN,"(1067.5, 959.91)"
NOBUHIRO KIYOTAKI,"(1058.2, 914.49)"
NOEL GASTON,"(982.49, 750.74)"
NOEL MAURER,"(1098.3, 766.61)"
NORBERT JANSSEN,"(641.48, 1024.5)"
NORBERT SCHWARZ,"(915.1, 1197.9)"
NORMA KOZHAYA,"(1306.4, 956.37)"
NORMAN LOAYZA,"(883.3, 900.77)"
